Player_num,player,team,YAR,DVOA,VOA,QBR,pass,yards,Eyds,TD,FK,FL,INT,comp_perc,ALEX,year,completions,yds_per_comp,DYAR_per_comp,Eyds_per_comp,DYAR
1,A.Dalton,CIN,75,-0.086,-0.090,41.1,536,3061,2894,25,0,4,12,0.60,2.2,2017,323,9.5,0.3,9.0,87
2,A.Dalton,CIN,406,0.052,0.053,59.4,383,2405,2543,21,1,0,10,0.62,1.1,2018,239,10.1,1.7,10.6,404
3,A.Dalton,CIN,-63,-0.106,-0.129,40.1,558,3230,2934,16,1,4,14,0.60,1.2,2019,337,9.6,0.1,8.7,19
4,A.Dalton,CIN,667,0.076,0.058,52.3,605,3915,4165,18,5,2,8,0.65,0.8,2016,393,10.0,1.9,10.6,738
5,A.Dalton,CIN,1059,0.317,0.289,72.5,409,3103,3676,26,2,2,7,0.66,1.9,2015,270,11.5,4.2,13.6,1135
6,A.Dalton,CIN,238,-0.037,-0.036,49,502,3284,2882,19,0,1,17,0.64,-0.4,2014,322,10.2,0.7,8.9,237
7,A.Dalton,CIN,612,0.023,0.041,54.8,615,4088,3976,33,1,3,20,0.62,2.4,2013,383,10.7,1.4,10.4,541
8,A.Dalton,CIN,339,-0.059,-0.019,47.3,571,3422,3236,27,0,4,15,0.63,2.4,2012,359,9.5,0.5,9.0,194
9,A.Dalton,CIN,481,0.056,0.029,49.5,540,3224,3546,20,1,2,13,0.58,1.8,2011,315,10.2,1.8,11.3,573
10,A.Davis,CLE,-287,-0.529,-0.558,33.6,105,425,152,1,0,1,3,0.61,0.9,2015,64,6.6,-4.2,2.4,-269
11,A.Davis,STL,-2,-0.088,-0.112,44.8,312,1819,1687,12,2,3,9,0.64,2.1,2014,199,9.1,0.2,8.5,47
12,A.J.Feeley,STL,-171,-0.406,-0.375,27.8,107,477,261,1,1,2,2,0.55,-2.4,2011,58,8.2,-3.3,4.5,-192
13,A.Luck,IND,1152,0.133,0.152,69.6,656,4430,4982,39,3,1,15,0.68,0.1,2018,444,10.0,2.4,11.2,1070
14,A.Luck,IND,671,0.073,0.061,65.9,586,3958,4117,31,1,4,13,0.64,1.5,2016,375,10.6,1.9,11.0,719
15,A.Luck,IND,-189,-0.175,-0.206,52.4,306,1783,1435,15,2,0,12,0.56,2.5,2015,171,10.4,-0.7,8.4,-126
16,A.Luck,IND,829,0.092,0.080,64,645,4573,4681,40,5,5,16,0.62,3.5,2014,401,11.4,2.2,11.7,879
17,A.Luck,IND,623,0.046,0.039,63.8,606,3612,4213,23,3,2,9,0.61,2.2,2013,367,9.9,1.8,11.5,650
18,A.Luck,IND,366,-0.051,-0.026,64.3,662,4089,3793,23,5,5,17,0.55,3.6,2012,364,11.2,0.7,10.4,257
19,A.Rodgers,GB,308,0.078,0.063,62.6,259,1513,1872,16,0,1,6,0.65,3.9,2017,168,9.0,2.0,11.1,334
20,A.Rodgers,GB,694,0.081,0.052,58,644,4032,4533,25,1,3,2,0.63,4.5,2018,405,10.0,2.0,11.2,817
21,A.Rodgers,GB,817,0.090,0.096,50.4,605,3707,4250,26,0,4,4,0.62,4.1,2019,377,9.8,2.1,11.3,794
22,A.Rodgers,GB,1299,0.187,0.192,72.4,644,4175,5198,40,2,2,6,0.66,3.8,2016,425,9.8,3.0,12.2,1279
23,A.Rodgers,GB,258,-0.010,-0.047,60,617,3489,3802,31,4,4,8,0.61,3.5,2015,376,9.3,1.1,10.1,406
24,A.Rodgers,GB,1581,0.322,0.327,77.8,550,4168,5035,38,6,2,5,0.66,4.2,2014,362,11.5,4.3,13.9,1564
25,A.Rodgers,GB,762,0.254,0.264,61.6,310,2413,2644,18,3,0,6,0.67,2.5,2013,207,11.7,3.6,12.8,740
26,A.Rodgers,GB,1276,0.234,0.204,71.3,602,4016,5156,39,1,4,8,0.68,3.8,2012,408,9.9,3.4,12.7,1395
27,A.Rodgers,GB,2121,0.466,0.484,83.8,537,4438,5670,45,3,0,6,0.69,4.1,2011,369,12.0,5.6,15.4,2059
28,A.Rodgers,GB,1241,0.268,0.255,69.6,505,3710,4470,28,3,0,10,0.66,3.9,2010,334,11.1,3.8,13.4,1286
29,A.Smith,KC,1071,0.183,0.196,61.6,541,3840,4203,26,1,1,5,0.68,0.7,2017,366,10.5,2.8,11.5,1026
30,A.Smith,WAS,95,-0.135,-0.069,46.9,350,2033,1722,10,4,1,5,0.63,0.3,2018,222,9.2,-0.2,7.8,-53
31,A.Smith,KC,538,0.094,0.049,60.8,518,3372,3635,16,1,4,8,0.67,0.5,2016,349,9.7,2.0,10.4,688
32,A.Smith,KC,359,0.030,-0.003,61.1,516,3243,3303,20,2,0,7,0.66,-3.4,2015,338,9.6,1.4,9.8,468
33,A.Smith,KC,527,0.041,0.051,52,511,3039,3285,19,0,1,6,0.66,-2.4,2014,335,9.1,1.5,9.8,493
34,A.Smith,KC,416,-0.037,0.007,45,545,3080,3194,23,3,3,7,0.61,-2.1,2013,334,9.2,0.8,9.6,262
35,A.Smith,SF,365,0.148,0.115,64.3,243,1610,1866,13,0,1,5,0.70,-1,2012,171,9.4,2.4,10.9,418
36,A.Smith,SF,354,0.033,0.003,54.5,492,2857,3100,17,3,2,5,0.62,-0.7,2011,304,9.4,1.5,10.2,448
37,A.Smith,SF,0,-0.122,-0.111,43.8,364,2173,1828,14,2,2,10,0.61,0.4,2010,222,9.8,-0.1,8.2,-26
38,A.Tanney,TEN,2,-0.085,-0.089,43.3,17,65,87,1,0,0,0,0.71,1.3,2015,12,5.4,0.2,7.2,3
39,AJ McCarron,CIN,-11,-0.111,-0.254,21.3,15,57,61,0,0,0,0,0.50,-6.8,2017,8,7.6,0.0,8.1,0
40,AJ McCarron,HOU,-91,-0.436,-0.420,25.5,42,182,107,0,0,0,1,0.57,3,2019,24,7.6,-4.0,4.5,-96
41,AJ McCarron,CIN,138,0.069,0.053,54.8,132,781,882,6,0,1,2,0.66,3.3,2015,88,8.9,1.7,10.1,151
42,B.Allen,DEN,-168,-0.305,-0.396,38.1,93,456,320,3,0,0,2,0.46,0.7,2019,43,10.6,-2.7,7.4,-115
43,B.Bortles,JAX,597,0.003,0.057,55.6,547,3552,3417,21,4,3,13,0.60,0.7,2017,330,10.8,1.2,10.4,408
44,B.Bortles,JAX,-177,-0.189,-0.174,43.4,435,2549,1986,13,4,2,10,0.60,0.2,2018,262,9.7,-0.8,7.6,-221
45,B.Bortles,JAC,3,-0.100,-0.111,43,662,3704,3636,23,1,6,16,0.59,1.7,2016,391,9.5,0.1,9.3,52
46,B.Bortles,JAC,100,-0.099,-0.088,51.4,657,4089,3549,35,7,4,18,0.59,2.6,2015,387,10.6,0.1,9.2,54
47,B.Bortles,JAC,-935,-0.407,-0.400,28,530,2554,1310,11,5,0,16,0.59,-0.8,2014,313,8.2,-3.0,4.2,-955
48,B.Brohm,BUF,-199,-1.309,-1.356,24.4,26,101,-131,0,0,1,3,0.44,3.3,2010,11,8.9,-16.9,-11.6,-191
49,B.Croyle,KC,-158,-1.280,-1.436,6.1,23,9,-93,0,0,0,1,0.42,-3.8,2010,10,0.9,-14.4,-9.6,-139
50,B.Favre,MIN,-363,-0.231,-0.260,38.4,382,2317,1567,11,2,3,19,0.61,1.7,2010,233,9.9,-1.2,6.7,-291
51,B.Gabbert,ARI,-304,-0.264,-0.358,30.7,194,944,738,6,3,2,6,0.56,0.2,2017,108,8.7,-1.7,6.8,-189
52,B.Gabbert,TEN,-102,-0.355,-0.273,27,106,576,305,4,0,0,4,0.61,0.5,2018,65,8.9,-2.4,4.7,-154
53,B.Gabbert,SF,-205,-0.254,-0.296,54.1,172,876,679,5,0,0,6,0.57,-1.2,2016,98,8.9,-1.6,6.9,-158
54,B.Gabbert,SF,-118,-0.156,-0.174,37.6,308,1866,1416,10,2,1,7,0.63,-2.4,2015,194,9.6,-0.4,7.3,-85
55,B.Gabbert,JAC,-480,-0.841,-0.929,4,98,410,-111,1,2,0,7,0.49,-2.6,2013,48,8.6,-9.0,-2.3,-429
56,B.Gabbert,JAC,-309,-0.253,-0.275,36.3,301,1491,1163,9,2,3,6,0.58,-2.1,2012,175,8.5,-1.5,6.6,-268
57,B.Gabbert,JAC,-897,-0.465,-0.425,22.2,457,1888,924,12,6,4,11,0.51,-1.8,2011,234,8.1,-4.3,4.0,-1010
58,B.Gradkowski,CIN,-8,-0.149,-0.213,35.3,12,60,60,0,1,0,0,0.46,1.8,2012,5,11.0,-0.5,11.0,-3
59,B.Gradkowski,CIN,-46,-0.584,-0.542,20.1,19,102,17,1,0,0,1,0.44,-3.2,2011,8,12.1,-6.0,2.0,-51
60,B.Gradkowski,OAK,-60,-0.210,-0.168,26.3,167,974,719,5,2,1,7,0.53,-0.1,2010,89,11.0,-1.2,8.1,-106
61,B.Hoyer,2TM,-111,-0.167,-0.188,31.9,228,1154,1055,4,0,1,4,0.59,0.1,2017,135,8.6,-0.6,7.8,-80
62,B.Hoyer,IND,-140,-0.531,-0.446,16.3,70,332,100,4,1,1,4,0.54,-0.3,2019,38,8.8,-4.6,2.7,-175
63,B.Hoyer,CHI,506,0.194,0.271,55.1,204,1435,1616,6,1,1,0,0.68,1.3,2016,138,10.4,2.9,11.7,404
64,B.Hoyer,HOU,372,-0.030,0.039,52.8,394,2400,2266,19,4,2,5,0.61,2.5,2015,240,10.0,0.8,9.4,201
65,B.Hoyer,CLE,255,-0.053,-0.022,38.7,465,3170,2513,12,2,1,12,0.56,1.1,2014,259,12.2,0.6,9.7,166
66,B.Hoyer,CLE,27,-0.104,-0.072,51.1,103,553,546,5,0,0,3,0.60,1.3,2013,62,8.9,0.1,8.8,5
67,B.Hoyer,ARI,-119,-0.265,-0.415,33.3,57,300,234,1,1,0,2,0.57,-1.8,2012,32,9.3,-1.9,7.3,-60
68,B.Hoyer,NE,27,0.161,0.160,60,15,122,118,1,0,0,1,0.47,2.8,2010,7,17.4,3.9,16.8,27
69,B.Hundley,GB,-517,-0.283,-0.335,41.2,347,1607,1318,9,1,1,12,0.61,2,2017,212,7.6,-1.9,6.2,-396
70,B.Hundley,ARI,-44,-0.623,-0.641,79.2,13,38,9,0,0,0,0,0.46,6,2019,6,6.4,-7.3,1.5,-43
71,B.Hundley,GB,-75,-1.092,-1.029,5,11,16,-43,0,1,0,1,0.20,5.7,2016,2,7.3,-36.4,-19.5,-80
72,B.Leftwich,PIT,-16,-0.145,-0.156,28.1,56,248,268,0,0,0,1,0.47,8.8,2012,26,9.4,-0.5,10.1,-12
73,B.Mayfield,CLE,610,0.081,0.075,51.2,509,3549,3486,27,1,3,14,0.64,1.8,2018,327,10.9,1.9,10.7,628
74,B.Mayfield,CLE,-68,-0.098,-0.130,52.4,573,3516,3029,22,3,2,21,0.60,1.6,2019,342,10.3,0.1,8.9,48
75,B.Osweiler,DEN,-90,-0.162,-0.193,46.4,180,1018,812,5,1,1,5,0.57,-1.9,2017,102,10.0,-0.6,8.0,-56
76,B.Osweiler,MIA,-50,-0.177,-0.150,34.5,195,1112,925,7,0,1,4,0.64,1.4,2018,124,8.9,-0.7,7.4,-85
77,B.Osweiler,HOU,-477,-0.261,-0.245,49.3,535,2739,2139,15,3,1,15,0.60,0.6,2016,318,8.6,-1.7,6.7,-533
78,B.Osweiler,DEN,140,-0.032,-0.039,54.9,299,1813,1765,10,2,1,6,0.62,1.7,2015,185,9.8,0.8,9.6,153
79,B.Osweiler,DEN,1,-0.197,-0.100,14.7,10,42,39,1,0,0,0,0.44,1,2014,4,9.5,-1.1,8.8,-5
80,B.Osweiler,DEN,18,-0.085,0.038,39,18,87,102,0,0,0,0,0.69,2.4,2013,12,7.0,0.2,8.2,3
81,B.Petty,NYJ,-182,-0.268,-0.346,26.7,121,492,459,1,1,0,1,0.50,1.6,2017,61,8.1,-2.0,7.5,-122
82,B.Petty,NYJ,-342,-0.575,-0.494,15.9,146,732,158,3,0,1,7,0.56,1.3,2016,82,8.9,-5.0,1.9,-414
83,B.Quinn,KC,-448,-0.438,-0.444,25.4,219,1018,489,2,1,0,7,0.57,0.2,2012,125,8.1,-3.5,3.9,-440
84,B.Roethlisberger,PIT,1247,0.218,0.212,63.2,580,4112,4834,28,2,1,14,0.65,2.4,2017,375,11.0,3.4,12.9,1270
85,B.Roethlisberger,PIT,1070,0.145,0.117,69.6,696,4944,5418,34,1,2,16,0.67,1.4,2018,469,10.5,2.6,11.5,1204
86,B.Roethlisberger,PIT,-32,0.054,-0.188,27.1,64,338,430,0,1,0,1,0.57,3.3,2019,36,9.3,1.9,11.9,69
87,B.Roethlisberger,PIT,790,0.121,0.116,60.5,524,3678,3894,29,2,2,13,0.65,4.2,2016,340,10.8,2.4,11.5,807
88,B.Roethlisberger,PIT,1056,0.221,0.204,72.8,489,3809,4214,21,0,0,16,0.68,7.1,2015,333,11.4,3.3,12.6,1114
89,B.Roethlisberger,PIT,1505,0.268,0.251,69.4,636,4761,5483,32,2,4,9,0.68,2.3,2014,434,11.0,3.6,12.6,1572
90,B.Roethlisberger,PIT,764,0.066,0.076,58,621,3981,4267,28,1,5,14,0.65,1.1,2013,403,9.9,1.8,10.6,724
91,B.Roethlisberger,PIT,764,0.132,0.133,71.9,473,3068,3558,25,1,2,8,0.64,1.5,2012,304,10.1,2.5,11.7,761
92,B.Roethlisberger,PIT,841,0.134,0.126,68.3,555,3806,4039,21,3,5,14,0.64,4.4,2011,353,10.8,2.5,11.4,870
93,B.Roethlisberger,PIT,1013,0.312,0.292,67.4,414,2975,3469,17,3,2,5,0.63,2.3,2010,262,11.4,4.1,13.2,1062
94,B.St. Pierre,CAR,-127,-0.804,-0.950,10.9,31,150,-21,1,0,0,2,0.46,-3.6,2010,14,10.4,-7.3,-1.5,-105
95,B.Weeden,2TM,209,0.038,0.112,53.2,149,967,940,5,1,1,2,0.70,-1.1,2015,104,9.3,1.3,9.0,139
96,B.Weeden,DAL,25,-0.035,-0.020,4.9,42,294,247,3,0,0,2,0.59,2.3,2014,25,12.0,0.9,10.1,21
97,B.Weeden,CLE,-429,-0.361,-0.354,34.4,293,1535,824,9,4,2,9,0.53,0.2,2013,156,9.8,-2.8,5.3,-443
98,B.Weeden,CLE,-210,-0.194,-0.171,33.7,546,3185,2428,14,3,1,17,0.58,-0.3,2012,316,10.1,-0.9,7.7,-291
99,C.Batch,PIT,-14,-0.130,-0.142,40.8,74,469,359,1,0,0,4,0.65,4,2012,48,9.8,-0.2,7.5,-8
100,C.Batch,PIT,2,-0.111,-0.102,21.8,26,198,138,0,0,0,1,0.63,-0.2,2011,16,12.2,0.0,8.5,0
101,C.Batch,PIT,-62,-0.239,-0.296,53.4,54,326,212,3,1,0,3,0.61,3,2010,33,9.9,-1.3,6.4,-43
102,C.Cook,OAK,-66,-0.239,-0.516,14.7,23,141,104,1,1,1,1,0.67,-1.3,2016,15,9.2,-1.4,6.8,-21
103,C.Daniel,CHI,-87,-0.379,-0.264,27.5,87,462,250,3,3,0,2,0.70,-3.9,2018,61,7.6,-2.5,4.1,-152
104,C.Daniel,CHI,15,-0.132,-0.078,57.6,71,387,353,3,0,0,2,0.70,-1.3,2019,50,7.8,-0.2,7.1,-9
105,C.Daniel,KC,-18,-0.244,-0.197,23.6,32,140,130,0,0,0,0,0.57,1.5,2014,18,7.7,-1.5,7.1,-28
106,C.Daniel,KC,22,-0.136,-0.020,70,40,237,183,1,0,0,1,0.66,-4.5,2013,26,9.0,-0.2,7.0,-6
107,C.Hanie,CHI,-484,-0.786,-0.807,19,118,474,-77,3,1,0,8,0.52,1.6,2011,61,7.8,-7.7,-1.3,-470
108,C.Henne,JAC,-210,-0.543,-0.475,26,94,393,126,3,0,1,1,0.54,1.8,2014,51,7.8,-4.9,2.5,-249
109,C.Henne,JAC,-149,-0.139,-0.155,34.9,541,2972,2623,13,2,0,14,0.61,-1.8,2013,330,9.0,-0.3,7.9,-94
110,C.Henne,JAC,-171,-0.246,-0.192,29,334,1912,1333,11,0,2,10,0.54,2,2012,182,10.5,-1.6,7.3,-286
111,C.Henne,MIA,100,-0.027,0.015,62.5,123,801,727,4,0,0,4,0.57,-1.2,2011,70,11.4,1.0,10.4,67
112,C.Henne,MIA,291,0.010,-0.023,45.7,521,3117,3211,15,2,1,18,0.62,0.9,2010,322,9.7,1.2,10.0,402
113,C.J.Beathard,SF,-271,-0.231,-0.296,32,243,1286,944,4,1,2,6,0.56,1.3,2017,135,9.5,-1.3,7.0,-176
114,C.J.Beathard,SF,-188,-0.243,-0.270,41.5,188,1101,740,8,1,3,7,0.60,-1.1,2018,114,9.7,-1.4,6.5,-156
115,C.Jones,BUF,-46,-0.846,-0.662,15,12,94,-16,0,0,0,1,0.55,5,2016,7,14.4,-9.5,-2.4,-62
116,C.Kaepernick,SF,-99,-0.175,-0.155,49.2,366,2044,1636,16,6,1,4,0.59,0.4,2016,217,9.4,-0.7,7.5,-145
117,C.Kaepernick,SF,-249,-0.215,-0.253,43.7,273,1446,1168,6,1,1,5,0.59,0.6,2015,161,9.0,-1.1,7.3,-182
118,C.Kaepernick,SF,176,-0.084,-0.059,58.1,532,3033,2816,19,1,3,10,0.61,2.3,2014,322,9.4,0.3,8.7,91
119,C.Kaepernick,SF,650,0.166,0.117,67.3,456,2969,3358,21,1,3,7,0.58,0.9,2013,266,11.1,3.0,12.6,791
120,C.Kaepernick,SF,462,0.258,0.196,73.7,234,1687,1957,10,2,0,3,0.63,0.8,2012,147,11.5,3.8,13.3,555
121,C.Keenum,MIN,1307,0.281,0.285,69.7,503,3403,4420,22,0,1,7,0.68,0.4,2017,340,10.0,3.8,13.0,1293
122,C.Keenum,DEN,-41,-0.127,-0.122,44.5,620,3634,3127,18,6,2,14,0.63,0.1,2018,388,9.4,-0.2,8.1,-63
123,C.Keenum,WAS,109,-0.081,-0.046,43.5,260,1565,1413,11,2,2,5,0.65,-1.3,2019,170,9.2,0.3,8.3,51
124,C.Keenum,LAR,-174,-0.195,-0.191,37.5,345,2054,1507,9,2,1,11,0.61,0.7,2016,210,9.8,-0.9,7.2,-183
125,C.Keenum,STL,144,-0.011,0.063,34.8,131,795,778,4,1,1,1,0.61,0.2,2015,80,9.9,1.0,9.7,83
126,C.Keenum,HOU,-43,-0.208,-0.194,39.3,80,422,355,2,0,1,2,0.58,-2.4,2014,47,9.0,-1.1,7.6,-50
127,C.Keenum,HOU,-201,-0.224,-0.229,48.6,270,1550,1111,9,3,3,6,0.55,1.3,2013,149,10.4,-1.3,7.5,-191
128,C.Kessler,CLE,-73,-0.664,-0.525,5.1,30,82,9,0,0,0,1,0.50,-1.1,2017,15,5.5,-6.5,0.6,-98
129,C.Kessler,JAX,-393,-0.597,-0.528,25.9,153,555,131,2,2,3,2,0.65,0,2018,99,5.6,-4.6,1.3,-458
130,C.Kessler,CLE,80,-0.076,-0.054,43.4,218,1225,1196,6,3,1,2,0.66,-0.8,2016,144,8.5,0.3,8.3,50
131,C.McCoy,WAS,-114,-0.408,-0.396,38.8,58,338,160,3,1,0,3,0.65,3.7,2018,38,8.9,-3.1,4.2,-119
132,C.McCoy,WAS,-189,-0.738,-1.152,13.9,33,80,-9,0,2,0,1,0.67,-3.7,2019,22,3.6,-5.2,-0.4,-114
133,C.McCoy,WAS,14,0.209,0.096,42.5,12,114,86,1,1,0,0,0.64,1.8,2015,8,14.9,2.9,11.3,22
134,C.McCoy,WAS,-9,-0.159,-0.121,40,145,947,663,4,3,1,3,0.71,-1.3,2014,103,9.2,-0.4,6.4,-43
135,C.McCoy,CLE,-23,-0.027,-0.300,29.3,21,54,116,1,0,0,0,0.53,-3.8,2012,11,4.9,0.9,10.4,10
136,C.McCoy,CLE,-161,-0.151,-0.160,45.9,498,2532,2491,14,6,1,11,0.58,-0.7,2011,287,8.8,-0.5,8.7,-132
137,C.McCoy,CLE,84,-0.018,-0.058,52.8,245,1465,1462,6,1,0,9,0.61,1.4,2010,150,9.8,1.0,9.7,148
138,C.Newton,CAR,197,-0.069,-0.052,47.7,525,3059,2872,22,4,0,15,0.60,2.5,2017,312,9.8,0.5,9.2,141
139,C.Newton,CAR,407,-0.014,0.011,53.2,497,3159,3096,24,3,0,13,0.69,1.1,2018,341,9.3,0.9,9.1,321
140,C.Newton,CAR,-8,-0.080,-0.125,21.1,94,529,508,0,0,0,1,0.57,-0.5,2019,53,9.9,0.4,9.5,19
141,C.Newton,CAR,-64,-0.130,-0.130,47.1,543,3223,2654,19,0,2,14,0.53,3.5,2016,290,11.1,-0.2,9.2,-64
142,C.Newton,CAR,855,0.076,0.143,61.4,526,3558,3567,35,0,1,10,0.60,3,2015,316,11.3,2.0,11.3,630
143,C.Newton,CAR,-46,-0.145,-0.126,56.2,485,2841,2365,18,3,4,11,0.59,2.6,2014,285,10.0,-0.4,8.3,-105
144,C.Newton,CAR,321,0.017,-0.013,64.3,513,3040,3198,24,0,1,13,0.62,1.3,2013,319,9.5,1.3,10.0,421
145,C.Newton,CAR,422,0.020,0.020,55.7,521,3621,3186,19,5,1,12,0.58,2.6,2012,303,12.0,1.4,10.5,422
146,C.Newton,CAR,428,0.008,0.015,56.6,551,3810,3289,21,3,2,17,0.60,1.6,2011,332,11.5,1.2,9.9,407
147,C.Painter,NYG,-117,-0.912,-1.020,0.5,19,45,-37,0,2,0,1,0.50,-0.2,2013,10,4.7,-10.8,-3.9,-103
148,C.Painter,IND,-312,-0.332,-0.295,30.9,261,1412,855,6,2,3,9,0.55,1.6,2011,142,9.9,-2.6,6.0,-374
149,C.Palmer,ARI,276,-0.032,0.039,46.3,289,1828,1666,10,0,0,7,0.61,0.3,2017,177,10.3,0.8,9.4,145
150,C.Palmer,ARI,283,-0.078,-0.043,52.9,643,3908,3549,26,9,4,14,0.62,-0.1,2016,397,9.9,0.3,8.9,137
151,C.Palmer,ARI,1755,0.344,0.360,76.4,557,4495,5310,35,2,2,11,0.65,4.3,2015,359,12.5,4.7,14.8,1698
