Player_num,player,team,YAR,DVOA,VOA,QBR,pass,yards,Eyds,TD,FK,FL,INT,comp_perc,ALEX,year,completions,yds_per_comp,DYAR_per_comp,Eyds_per_comp,DYAR
459,N.Foles,STL,-428,-0.279,-0.314,28.9,350,1944,1219,7,2,2,10,0.57,0.6,2015,199,9.8,-1.8,6.1,-353
460,N.Foles,PHI,280,0.018,0.026,63.6,322,2108,2009,13,1,2,10,0.60,3.7,2014,194,10.8,1.4,10.3,264
461,N.Foles,PHI,1111,0.356,0.402,69.5,347,2690,3117,27,2,2,2,0.64,0,2013,223,12.0,4.5,13.9,1011
462,N.Foles,PHI,-158,-0.204,-0.200,48.2,286,1550,1217,6,5,2,5,0.62,0.5,2012,177,8.8,-0.9,6.9,-166
463,N.Mullens,SF,232,0.042,0.013,51.7,287,2151,1893,13,1,0,10,0.65,0.1,2018,187,11.5,1.5,10.1,286
464,N.Peterman,BUF,-195,-0.738,-0.740,10.8,50,244,-15,2,1,0,5,0.50,1.4,2017,25,9.8,-7.8,-0.6,-194
465,N.Peterman,BUF,-500,-0.851,-1.086,8,88,252,-103,1,0,0,7,0.55,-1.2,2018,48,5.2,-7.9,-2.1,-380
466,N.Sudfeld,PHI,-17,-0.245,-0.215,31.1,26,110,102,0,0,0,0,0.83,-11,2017,21,5.1,-1.0,4.7,-22
467,P.Lynch,DEN,-191,-0.763,-0.666,22.9,54,242,-10,2,1,1,3,0.67,2.9,2017,36,6.7,-6.2,-0.3,-224
468,P.Lynch,DEN,-57,-0.188,-0.208,24.1,91,455,419,2,2,0,1,0.60,3,2016,54,8.4,-0.8,7.7,-46
469,P.Mahomes,KC,57,0.117,0.130,64.8,37,269,264,0,0,0,1,0.63,-0.6,2017,23,11.6,2.3,11.3,54
470,P.Mahomes,KC,1904,0.399,0.367,80.3,607,4910,5970,50,3,2,11,0.66,4.5,2018,403,12.2,5.0,14.8,2031
471,P.Mahomes,KC,1354,0.300,0.310,76.3,501,3901,4382,26,0,2,5,0.66,1.5,2019,331,11.8,4.0,13.3,1320
472,P.Manning,DEN,-317,-0.258,-0.254,44.2,346,2156,1339,9,1,0,17,0.60,1.6,2015,208,10.4,-1.6,6.4,-326
473,P.Manning,DEN,1358,0.239,0.226,72.6,615,4589,5166,39,3,2,15,0.67,2.5,2014,409,11.2,3.5,12.6,1412
474,P.Manning,DEN,2674,0.432,0.475,79,679,5347,7040,55,3,5,10,0.69,2,2013,465,11.5,5.3,15.1,2475
475,P.Manning,DEN,1956,0.328,0.365,78.9,602,4526,5751,37,0,2,11,0.69,2.4,2012,415,10.9,4.3,13.8,1805
476,P.Manning,IND,1598,0.190,0.233,71.6,696,4605,5642,33,2,1,16,0.66,3,2010,461,10.0,3.0,12.2,1400
477,P.Rivers,LAC,1505,0.261,0.286,57.4,594,4342,4975,28,6,1,9,0.63,0.9,2017,376,11.5,3.8,13.2,1412
478,P.Rivers,LAC,1216,0.272,0.243,67.8,540,4104,4554,32,0,1,12,0.68,1.7,2018,369,11.1,3.6,12.3,1316
479,P.Rivers,LAC,721,0.066,0.068,48.6,625,4332,4203,23,5,3,20,0.67,2,2019,417,10.4,1.7,10.1,714
480,P.Rivers,SD,435,0.014,-0.002,58.7,615,4120,3872,33,4,5,21,0.61,1.3,2016,373,11.0,1.3,10.4,498
481,P.Rivers,SD,780,0.078,0.063,57.3,704,4503,4755,29,2,2,13,0.67,0.6,2015,468,9.6,1.8,10.2,847
482,P.Rivers,SD,803,0.126,0.096,65.1,609,4086,4365,31,5,2,16,0.67,1.9,2014,408,10.0,2.2,10.7,918
483,P.Rivers,SD,1884,0.348,0.370,75.1,575,4363,5599,32,1,2,11,0.70,2.9,2013,400,10.9,4.5,14.0,1799
484,P.Rivers,SD,124,-0.073,-0.077,43.5,576,3266,3122,26,7,7,14,0.65,2.7,2012,373,8.8,0.4,8.4,138
485,P.Rivers,SD,1038,0.170,0.150,64.9,610,4414,4723,27,3,5,20,0.63,3,2011,386,11.4,2.9,12.2,1117
486,P.Rivers,SD,1617,0.279,0.333,66.9,582,4456,4901,30,3,4,13,0.66,2.8,2010,386,11.5,3.7,12.7,1419
487,R.Bartel,ARI,-36,-0.321,-0.347,20.3,23,80,79,1,0,0,1,0.46,5.8,2011,10,7.6,-3.1,7.5,-32
488,R.Bartel,ARI,-86,-0.547,-0.477,29.2,30,138,50,0,0,0,1,0.57,10.5,2010,17,8.1,-6.0,2.9,-103
489,R.Finley,CIN,-321,-0.598,-0.649,23.5,98,388,86,2,1,3,2,0.47,1,2019,46,8.4,-6.3,1.9,-290
490,R.Fitzpatrick,TB,315,0.173,0.181,54.4,170,1059,1284,7,0,0,3,0.59,1,2017,101,10.5,3.0,12.7,307
491,R.Fitzpatrick,TB,459,0.168,0.160,61,260,2283,2005,17,2,1,12,0.67,1.9,2018,173,13.2,2.7,11.6,473
492,R.Fitzpatrick,MIA,313,0.013,-0.021,66.5,541,3314,3403,20,4,1,13,0.62,4,2019,337,9.8,1.3,10.1,432
493,R.Fitzpatrick,NYJ,-329,-0.226,-0.230,39.2,423,2601,1807,12,6,1,16,0.57,1.7,2016,240,10.8,-1.3,7.5,-319
494,R.Fitzpatrick,NYJ,670,0.035,0.070,62,583,3779,3714,31,2,2,15,0.60,3.1,2015,347,10.9,1.6,10.7,542
495,R.Fitzpatrick,HOU,485,0.067,0.114,61.8,334,2393,2249,17,3,1,8,0.63,-0.1,2014,211,11.3,1.8,10.6,383
496,R.Fitzpatrick,TEN,112,-0.036,-0.064,58.7,369,2359,2147,14,5,2,12,0.63,1.9,2013,231,10.2,0.8,9.3,179
497,R.Fitzpatrick,BUF,161,-0.076,-0.064,45.2,533,3235,2916,24,2,6,16,0.61,1,2012,324,10.0,0.4,9.0,120
498,R.Fitzpatrick,BUF,194,-0.063,-0.061,50.1,591,3702,3377,24,4,1,23,0.63,0.9,2011,369,10.0,0.5,9.1,185
499,R.Fitzpatrick,BUF,139,-0.036,-0.064,52.3,466,2851,2677,23,3,3,15,0.58,2.7,2010,271,10.5,0.8,9.9,224
500,R.Griffin,BAL,-6,-0.059,-0.136,52.8,43,206,232,1,0,0,2,0.61,1.4,2019,26,7.9,0.5,8.9,14
501,R.Griffin,CLE,-331,-0.360,-0.416,39.1,170,743,507,2,2,1,3,0.59,-2,2016,101,7.4,-2.7,5.0,-270
502,R.Griffin,WAS,-372,-0.342,-0.341,28.7,250,1452,803,4,4,2,6,0.69,-0.1,2014,173,8.4,-2.2,4.6,-374
503,R.Griffin,WAS,98,-0.131,-0.080,50.4,495,2912,2423,16,4,3,12,0.61,0.7,2013,301,9.7,-0.2,8.1,-60
504,R.Griffin,WAS,811,0.166,0.198,68,425,2961,3104,20,2,0,5,0.67,0,2012,283,10.5,2.6,11.0,727
505,R.Grossman,WAS,75,-0.079,-0.086,41.5,481,2920,2576,16,1,5,19,0.59,3.7,2011,281,10.4,0.3,9.2,98
506,R.Grossman,WAS,-96,-0.247,-0.212,33,141,788,594,7,0,4,4,0.57,0.7,2010,80,9.8,-1.6,7.4,-129
507,R.Lindley,IND,34,0.274,0.361,93.4,10,58,96,1,0,0,0,0.60,-5,2015,6,9.7,4.7,16.0,28
508,R.Lindley,ARI,-116,-0.165,-0.303,32.9,99,516,444,2,0,0,4,0.48,0.9,2014,48,10.8,-0.7,9.3,-32
509,R.Lindley,ARI,-601,-0.558,-0.668,10.2,184,646,215,0,1,2,7,0.52,-3.3,2012,96,6.8,-5.0,2.2,-482
510,R.Mallett,BAL,29,0.283,0.162,74.3,16,56,143,2,0,0,0,0.56,-2,2017,9,6.2,4.7,15.9,42
511,R.Mallett,2TM,-113,-0.123,-0.183,55.4,248,1282,1256,5,0,0,6,0.57,-0.1,2015,141,9.1,-0.1,8.9,-19
512,R.Mallett,HOU,37,0.145,-0.033,50.1,74,395,544,2,0,0,2,0.56,2,2014,42,9.5,2.9,13.1,120
513,R.Smith,TEN,-152,-0.988,-0.792,3.6,41,200,-85,0,0,0,4,0.50,-2,2010,21,9.8,-9.6,-4.1,-196
514,R.Tannehill,MIA,-251,-0.208,-0.241,33.2,309,1694,1302,17,1,4,9,0.65,0.9,2018,199,8.5,-0.9,6.5,-186
515,R.Tannehill,TEN,758,0.280,0.272,62.2,315,2529,2645,22,3,3,6,0.71,2.9,2019,224,11.3,3.5,11.8,773
516,R.Tannehill,MIA,92,-0.108,-0.077,48.6,419,2743,2155,19,6,2,12,0.68,1.2,2016,283,9.7,0.0,7.6,10
517,R.Tannehill,MIA,67,-0.106,-0.094,45.6,632,3817,3204,24,5,5,12,0.62,1.6,2015,393,9.7,0.1,8.2,20
518,R.Tannehill,MIA,566,0.041,0.026,60.5,637,3713,4178,27,4,1,12,0.67,1.2,2014,425,8.7,1.5,9.8,630
519,R.Tannehill,MIA,22,-0.098,-0.106,48.4,643,3508,3419,24,3,4,17,0.61,0.4,2013,391,9.0,0.1,8.7,54
520,R.Tannehill,MIA,86,-0.099,-0.085,49.7,517,3069,2694,12,2,3,13,0.59,0.1,2012,302,10.1,0.1,8.9,39
521,R.Wilson,SEA,564,0.029,0.038,58.3,598,3586,3762,34,6,4,11,0.63,1.5,2017,374,9.6,1.4,10.1,530
522,R.Wilson,SEA,637,0.113,0.102,63.3,471,3090,3317,35,4,2,6,0.67,2.8,2018,315,9.8,2.1,10.5,673
523,R.Wilson,SEA,1073,0.243,0.190,69.8,561,3788,4599,31,4,1,5,0.67,3.7,2019,373,10.2,3.4,12.3,1265
524,R.Wilson,SEA,599,0.040,0.048,57.1,592,3941,3804,21,5,1,11,0.65,0.9,2016,387,10.2,1.5,9.8,569
525,R.Wilson,SEA,1159,0.243,0.234,68.6,526,3744,4311,34,1,2,8,0.69,2.2,2015,361,10.4,3.3,11.9,1190
526,R.Wilson,SEA,488,0.055,0.050,69.7,495,3241,3128,20,6,0,7,0.63,0.3,2014,314,10.3,1.6,10.0,503
527,R.Wilson,SEA,699,0.156,0.131,67.2,453,3070,3364,26,5,5,8,0.64,1.8,2013,290,10.6,2.7,11.6,770
528,R.Wilson,SEA,741,0.197,0.150,74.8,432,2935,3467,26,3,3,9,0.65,2,2012,279,10.5,3.1,12.4,872
529,S.Bradford,MIN,131,0.442,0.316,72.4,48,342,476,3,0,0,0,0.74,-1.7,2017,36,9.6,4.7,13.3,169
530,S.Bradford,ARI,-268,-0.508,-0.611,27.9,86,366,143,2,1,2,4,0.63,2.2,2018,54,6.8,-4.0,2.7,-213
531,S.Bradford,MIN,571,0.022,0.038,53.1,589,3576,3753,20,4,5,5,0.72,-1.2,2016,422,8.5,1.2,8.9,510
532,S.Bradford,PHI,221,-0.082,-0.050,39.2,560,3512,3027,19,4,1,14,0.65,-0.5,2015,366,9.6,0.3,8.3,107
533,S.Bradford,STL,387,0.052,0.097,56.9,277,1602,1910,14,1,1,4,0.61,1.9,2013,168,9.5,1.8,11.4,304
534,S.Bradford,STL,245,-0.008,-0.046,52.9,580,3457,3545,21,4,1,12,0.60,1.3,2012,350,9.9,1.1,10.1,388
535,S.Bradford,STL,-374,-0.240,-0.260,31.4,396,1884,1587,6,3,6,6,0.54,0.9,2011,213,8.9,-1.5,7.5,-325
536,S.Bradford,STL,-12,-0.156,-0.113,46.9,622,3262,2997,18,5,2,13,0.60,0.1,2010,376,8.7,-0.5,8.0,-186
537,S.Darnold,NYJ,-139,-0.152,-0.162,45.9,445,2653,2062,17,2,1,15,0.58,1.1,2018,258,10.3,-0.4,8.0,-110
538,S.Darnold,NYJ,-129,-0.204,-0.152,43.6,475,2819,2136,19,5,3,13,0.62,2.5,2019,295,9.5,-1.0,7.2,-290
539,S.Hill,MIN,39,-0.044,0.061,57.8,36,235,200,0,0,0,0,0.54,6.7,2016,20,12.0,0.8,10.2,15
540,S.Hill,STL,-19,-0.131,-0.124,42.3,248,1538,1216,8,5,1,6,0.63,1,2014,157,9.8,-0.2,7.7,-31
541,S.Hill,DET,137,1.364,1.468,49.7,12,172,245,2,0,0,0,0.83,-4,2012,10,17.2,12.8,24.5,128
542,S.Hill,DET,364,0.067,0.025,53.2,431,2572,2858,16,1,0,12,0.62,0.3,2010,269,9.6,1.8,10.6,477
543,S.Mannion,LAR,-97,-0.666,-0.492,14.4,40,162,13,0,0,1,0,0.60,-3.3,2017,24,6.8,-5.9,0.5,-141
544,S.Mannion,MIN,-19,-0.152,-0.257,24.8,21,126,99,0,0,0,1,0.57,-4.8,2019,12,10.5,-0.4,8.3,-5
545,S.McGee,DAL,-8,-0.100,-0.147,47.7,41,157,182,1,0,0,0,0.63,1.2,2011,26,6.1,0.1,7.0,3
546,S.McGee,DAL,-39,-0.196,-0.243,64.5,47,200,207,2,1,0,0,0.52,-3,2010,25,8.1,-1.0,8.4,-25
547,S.Tolzien,IND,-132,-0.916,-1.077,10,22,99,-39,0,0,0,2,0.50,3.8,2017,11,9.0,-10.0,-3.5,-110
548,S.Tolzien,IND,-63,-0.336,-0.355,26.8,40,196,134,1,1,0,2,0.62,-1.6,2016,25,7.9,-2.4,5.4,-59
549,S.Tolzien,GB,19,-0.091,-0.079,25.5,91,691,503,1,0,0,5,0.63,3.3,2013,57,12.1,0.2,8.8,13
550,S.Wallace,GB,-69,-0.542,-0.505,9.2,28,114,38,0,0,0,1,0.67,-3.9,2013,19,6.1,-4.0,2.0,-75
551,S.Wallace,CLE,-89,-0.133,-0.237,59.8,111,537,546,2,0,1,2,0.52,-1.4,2011,58,9.2,-0.3,9.4,-15
552,S.Wallace,CLE,114,0.114,0.058,48.9,107,661,750,4,0,0,2,0.63,4.5,2010,68,9.7,2.2,11.1,152
553,T.Bouman,JAC,26,0.050,-0.004,66.1,35,216,250,2,0,0,2,0.53,1.2,2010,19,11.7,2.1,13.5,39
554,T.Boykin,SEA,14,-0.112,0.005,65.7,19,140,96,1,1,0,1,0.72,-0.9,2016,14,10.2,0.0,7.0,0
555,T.Brady,NE,1621,0.278,0.284,67.4,617,4366,5468,32,3,3,8,0.66,2.9,2017,410,10.7,3.9,13.3,1595
556,T.Brady,NE,1051,0.154,0.158,68.4,589,4197,4546,29,2,2,11,0.66,2.8,2018,389,10.8,2.7,11.7,1034
557,T.Brady,NE,621,0.024,0.042,53.7,639,3830,4015,24,1,1,8,0.61,1,2019,392,9.8,1.4,10.3,550
558,T.Brady,NE,1361,0.334,0.360,79.4,446,3447,4072,28,2,0,2,0.68,2.1,2016,302,11.4,4.3,13.5,1286
559,T.Brady,NE,1269,0.195,0.185,68.4,660,4536,5234,36,3,2,7,0.65,1.1,2015,426,10.6,3.1,12.3,1312
560,T.Brady,NE,1096,0.181,0.161,77.2,602,3950,4839,33,1,3,9,0.64,1.8,2014,388,10.2,3.0,12.5,1176
561,T.Brady,NE,859,0.109,0.082,63.1,665,4065,4913,25,4,2,10,0.61,1.6,2013,406,10.0,2.4,12.1,979
562,T.Brady,NE,1910,0.351,0.323,77.2,662,4623,6312,34,2,0,8,0.64,1.5,2012,420,11.0,4.8,15.0,2035
563,T.Brady,NE,1956,0.353,0.344,73.8,645,5043,6149,40,3,3,12,0.66,1.7,2011,426,11.8,4.7,14.4,1994
564,T.Brady,NE,1762,0.467,0.422,79.1,518,3719,5276,36,2,1,3,0.66,0.5,2010,342,10.9,5.6,15.4,1909
565,T.Bridgewater,NO,-40,-0.397,-0.361,31.3,25,110,67,1,0,0,1,0.61,1,2018,15,7.2,-3.0,4.4,-46
566,T.Bridgewater,NO,335,0.153,0.149,48.9,208,1283,1499,9,1,0,2,0.68,-1.4,2019,142,9.0,2.4,10.6,340
567,T.Bridgewater,MIN,93,-0.051,-0.081,57.7,491,2923,2745,14,3,2,9,0.65,-0.7,2015,321,9.1,0.6,8.6,187
568,T.Bridgewater,MIN,-82,-0.169,-0.141,51.6,436,2656,1997,14,3,0,11,0.65,-0.8,2014,285,9.3,-0.6,7.0,-159
569,T.Collins,CHI,-306,-1.638,-1.726,1.1,29,53,-241,0,0,0,5,0.37,4.9,2010,11,4.9,-26.9,-22.5,-289
570,T.Edwards,2TM,-329,-0.584,-0.576,26.1,112,416,116,2,0,0,5,0.55,-3.9,2010,62,6.8,-5.4,1.9,-335
571,T.Heinicke,CAR,-112,-0.491,-0.415,18.3,58,303,106,1,0,0,3,0.63,4.1,2018,36,8.4,-3.9,2.9,-140
572,T.J.Yates,HOU,-242,-0.450,-0.459,29.6,110,447,241,4,3,1,2,0.49,6.6,2017,53,8.4,-4.4,4.5,-235
573,T.J.Yates,HOU,-18,-0.070,-0.156,50.1,62,337,350,3,0,1,1,0.49,0.7,2015,30,11.1,0.6,11.5,17
574,T.J.Yates,HOU,-112,-0.780,-0.797,25.1,24,106,-17,0,1,0,2,0.68,-1.1,2013,16,6.5,-6.7,-1.0,-109
575,T.J.Yates,HOU,-89,-1.283,-1.333,43.3,11,34,-57,0,0,1,1,0.40,3.5,2012,4,7.7,-19.3,-13.0,-85
576,T.J.Yates,HOU,-15,-0.197,-0.127,43.1,148,868,649,3,1,3,3,0.63,-1.7,2011,94,9.3,-0.9,6.9,-81
577,T.Jackson,SEA,93,0.819,0.935,97.4,13,151,184,1,0,0,0,0.77,3.4,2013,10,15.1,8.3,18.4,83
578,T.Jackson,SEA,61,-0.058,-0.091,46.1,495,2790,2725,14,3,4,9,0.61,2.3,2011,301,9.3,0.5,9.1,165
579,T.Jackson,MIN,-148,-0.372,-0.459,27.9,65,289,192,3,1,0,4,0.59,4.7,2010,38,7.6,-2.9,5.0,-111
580,T.Lewis,BUF,-138,-0.187,-0.235,21,176,990,785,4,4,1,3,0.59,0.1,2013,104,9.5,-0.8,7.5,-84
581,T.Lewis,CLE,46,0.065,0.085,63.5,35,190,246,1,0,0,1,0.69,0.1,2012,24,7.9,1.7,10.2,42
582,T.Palko,KC,-210,-0.280,-0.347,32.4,145,718,515,2,0,1,7,0.61,-0.2,2011,88,8.1,-1.7,5.8,-150
583,T.Pike,CAR,-27,-0.452,-0.427,2,13,37,30,0,0,0,0,0.50,11,2010,7,5.7,-4.5,4.6,-29
584,T.Pryor,CLE,-28,-0.487,-0.514,18.7,10,40,21,0,0,0,0,0.56,0,2016,6,7.2,-4.9,3.8,-27
585,T.Pryor,OAK,-398,-0.316,-0.321,40.5,304,1542,999,8,3,2,11,0.58,0.2,2013,176,8.7,-2.2,5.7,-388
586,T.Pryor,OAK,16,-0.091,-0.029,70.9,31,155,166,2,0,0,1,0.48,9.1,2012,15,10.3,0.3,11.1,4
587,T.Romo,DAL,-65,-0.224,-0.190,50.5,127,847,538,5,0,1,7,0.69,1.5,2015,87,9.7,-1.1,6.2,-93
588,T.Romo,DAL,1266,0.276,0.301,79.2,465,3441,4085,34,3,3,9,0.70,2.8,2014,327,10.5,3.6,12.5,1187
589,T.Romo,DAL,898,0.115,0.131,61.9,572,3556,4120,31,3,1,9,0.64,2.3,2013,367,9.7,2.3,11.2,839
590,T.Romo,DAL,1036,0.148,0.121,64.6,683,4635,5146,28,1,3,19,0.66,3.1,2012,450,10.3,2.6,11.4,1156
591,T.Romo,DAL,1280,0.268,0.250,69,555,3969,4683,31,1,3,10,0.67,2.1,2011,371,10.7,3.6,12.6,1344
592,T.Romo,DAL,359,0.132,0.151,66.4,220,1563,1555,11,0,0,7,0.70,-0.3,2010,154,10.2,2.2,10.1,333
593,T.Savage,HOU,-252,-0.275,-0.276,38.1,243,1255,896,5,1,7,6,0.57,2.2,2017,138,9.1,-1.8,6.5,-249
594,T.Savage,HOU,21,-0.054,-0.072,57.2,78,432,482,0,0,1,0,0.63,0,2016,49,8.8,0.6,9.8,31
595,T.Savage,HOU,-33,-0.242,-0.327,33.7,21,117,95,0,1,0,1,0.53,9.3,2014,11,10.6,-1.8,8.6,-20
596,T.Siemian,DEN,-242,-0.246,-0.211,27.8,382,2063,1524,12,2,2,14,0.59,1.7,2017,225,9.2,-1.5,6.8,-327
597,T.Siemian,DEN,214,-0.071,-0.048,49.7,516,3182,2891,18,1,2,9,0.60,1.5,2016,308,10.3,0.4,9.4,137
598,T.Smith,SF,-104,-0.200,-0.209,43.2,166,1070,728,5,4,0,4,0.51,4.4,2010,85,12.5,-1.1,8.5,-94
599,T.Taylor,BUF,263,-0.070,-0.021,52.7,467,2540,2503,14,1,2,4,0.63,1.2,2017,293,8.7,0.4,8.5,121
600,T.Taylor,CLE,-258,-0.535,-0.526,27,97,382,142,2,1,0,2,0.51,0.5,2018,49,7.8,-5.4,2.9,-264
601,T.Taylor,BUF,347,-0.021,0.003,62.4,477,2831,2806,17,0,1,6,0.62,2.6,2016,295,9.6,0.9,9.5,275
602,T.Taylor,BUF,486,0.098,0.079,66.3,417,2810,2790,20,5,1,6,0.64,4,2015,266,10.6,2.0,10.5,536
603,T.Taylor,BAL,-56,-0.283,-0.397,63.3,32,149,113,0,0,0,1,0.59,-1,2012,19,7.9,-1.8,6.0,-34
604,T.Tebow,NYJ,-13,-0.242,-0.295,27.6,10,32,45,0,0,0,0,0.75,6,2012,8,4.3,-1.2,6.0,-9
605,T.Tebow,DEN,-276,-0.228,-0.256,38.6,301,1507,1237,12,2,4,6,0.47,4,2011,141,10.7,-1.6,8.7,-222
606,T.Tebow,DEN,143,0.136,0.152,56,87,627,619,5,1,0,3,0.51,3.6,2010,45,14.0,3.0,13.9,135
607,T.Thigpen,MIA,10,-0.004,-0.088,29.9,70,385,412,2,0,0,2,0.53,4.6,2010,37,10.3,1.3,11.1,47
608,V.Young,PHI,-56,-0.217,-0.182,40.3,122,832,522,4,2,0,9,0.58,2.8,2011,71,11.8,-1.2,7.4,-83
609,V.Young,TEN,358,0.205,0.209,59.4,170,1174,1378,10,1,3,2,0.60,4.9,2010,101,11.6,3.5,13.6,353
610,W.Grier,CAR,-159,-0.606,-0.548,2.5,58,184,48,0,0,0,3,0.54,-0.5,2019,31,5.9,-5.8,1.5,-180
611,Z.Mettenberger,TEN,-486,-0.464,-0.532,20.3,179,812,376,4,1,2,7,0.62,-1.8,2015,110,7.4,-3.7,3.4,-408
612,Z.Mettenberger,TEN,-235,-0.287,-0.307,33.7,197,1277,669,8,2,2,7,0.60,-1.5,2014,118,10.8,-1.8,5.7,-211