player,team,YAR,DVOA,VOA,carries,yards,Eyds,TDs,fum,year,yds_per_carry,DYAR_per_carry,Eyds_per_carry,DYAR
A.Bradshaw,NYG,95,0.022,0.000,275,1243,1137,8,7,2010,4.5,0.4,4.1,110
A.Dixon,SF,-9,-0.142,-0.114,70,237,230,2,0,2010,3.4,-0.2,3.3,-14
A.Foster,HOU,373,0.180,0.177,325,1617,1832,16,3,2010,5.0,1.1,5.6,372
A.Peterson,MIN,224,0.107,0.102,284,1295,1401,12,2,2010,4.6,0.8,4.9,217
B.Green-Ellis,NE,304,0.267,0.214,229,1008,1451,13,0,2010,4.4,1.5,6.3,335
B.Jackson,GB,-38,-0.103,-0.136,190,703,636,3,1,2010,3.7,0.0,3.3,-8
B.Jacobs,NYG,189,0.188,0.209,148,824,835,9,3,2010,5.6,1.2,5.6,183
B.Scott,CIN,70,0.176,0.179,61,299,342,1,0,2010,4.9,1.1,5.6,69
B.Smith,NYJ,80,0.432,0.478,38,299,241,1,1,2010,7.9,2.0,6.3,76
B.Westbrook,SF,92,0.163,0.227,76,337,371,4,0,2010,4.4,1.0,4.9,79
C.Benson,CIN,-82,-0.125,-0.146,321,1121,1084,7,7,2010,3.5,-0.2,3.4,-67
C.Buckhalter,DEN,-68,-0.337,-0.373,59,147,107,2,1,2010,2.5,-1.1,1.8,-63
C.Ivory,NO,165,0.131,0.180,137,717,753,5,4,2010,5.2,1.0,5.5,139
C.J.Spiller,BUF,-22,-0.113,-0.164,74,288,233,0,2,2010,3.9,-0.1,3.1,-11
C.Johnson,TEN,14,-0.075,-0.075,316,1365,1095,11,2,2010,4.3,0.1,3.5,18
C.Portis,WAS,40,0.067,0.094,54,227,246,2,0,2010,4.2,0.9,4.6,46
C.Taylor,CHI,-113,-0.312,-0.324,112,267,234,3,0,2010,2.4,-1.0,2.1,-115
C.Wells,ARI,-20,-0.138,-0.127,116,397,370,2,1,2010,3.4,-0.2,3.2,-23
C.Williams,TB,-71,-0.224,-0.226,125,437,321,2,1,2010,3.5,-0.5,2.6,-65
D.Brown,IND,14,-0.048,-0.060,129,497,513,2,0,2010,3.9,0.1,4.0,19
D.J.Ware,NYG,14,0.038,0.075,20,73,90,0,0,2010,3.7,0.6,4.5,11
D.Karim,JAC,7,-0.062,-0.031,35,160,119,0,1,2010,4.6,0.1,3.4,4
D.McFadden,OAK,112,0.034,0.046,223,1150,902,7,3,2010,5.2,0.5,4.0,105
D.Nance,GB,-35,-0.287,-0.313,36,95,82,0,0,2010,2.6,-0.8,2.3,-30
D.Rhodes,IND,5,-0.031,-0.052,37,172,150,0,1,2010,4.6,0.4,4.1,13
D.Sproles,SD,-9,-0.201,-0.134,50,270,124,0,1,2010,5.4,-0.4,2.5,-20
D.Ward,HOU,101,0.406,0.341,51,312,391,4,1,2010,6.1,2.1,7.7,107
D.Williams,CAR,-18,-0.172,-0.144,87,369,227,1,1,2010,4.2,-0.2,2.6,-16
D.Woodhead,NE,188,0.404,0.421,97,547,613,5,1,2010,5.6,2.0,6.3,190
E.Buckley,PHI,-17,-0.257,-0.271,21,67,54,0,0,2010,3.2,-0.8,2.6,-16
E.Graham,TB,-9,-0.182,-0.178,20,99,67,1,1,2010,5.0,-0.4,3.4,-7
F.Gore,SF,25,-0.093,-0.055,203,853,705,3,3,2010,4.2,0.0,3.5,-3
F.Jackson,BUF,68,-0.004,-0.012,222,929,915,5,4,2010,4.2,0.4,4.1,78
F.Jones,DAL,112,0.076,0.065,184,790,828,1,1,2010,4.3,0.6,4.5,115
F.Taylor,NE,-14,-0.133,-0.160,43,155,147,0,0,2010,3.6,-0.2,3.4,-8
I.Redman,PIT,21,0.017,-0.010,53,241,283,0,2,2010,4.5,0.5,5.3,25
J.Addai,IND,99,0.088,0.110,116,495,576,4,2,2010,4.3,0.8,5.0,91
J.Battle,KC,8,-0.036,-0.012,20,50,98,1,0,2010,2.5,0.2,4.9,3
J.Best,DET,-77,-0.186,-0.204,171,557,457,4,1,2010,3.3,-0.5,2.7,-77
J.Charles,KC,402,0.329,0.353,231,1466,1403,5,3,2010,6.3,1.7,6.1,382
J.Cribbs,CLE,-17,-0.312,-0.275,20,67,43,0,1,2010,3.4,-1.0,2.2,-20
J.Felton,DET,-13,-0.138,-0.225,22,76,75,0,1,2010,3.5,-0.4,3.4,-8
J.Forsett,SEA,8,-0.072,-0.070,118,523,434,2,0,2010,4.4,0.1,3.7,7
J.Harrison,CLE,-33,-0.219,-0.201,71,330,183,1,2,2010,4.6,-0.5,2.6,-39
J.Hester,SD,-11,-0.182,-0.167,26,60,100,0,0,2010,2.3,-0.5,3.8,-14
J.James,IND,24,0.044,0.030,46,112,224,6,0,2010,2.4,0.6,4.9,27
J.Jones,NO,-26,-0.164,-0.192,60,223,183,0,1,2010,3.7,-0.3,3.1,-17
J.Kuhn,GB,41,0.032,0.009,84,279,462,4,1,2010,3.3,0.7,5.5,55
J.McKnight,NYJ,49,0.115,0.227,39,189,185,0,0,2010,4.8,0.8,4.7,30
J.Ringer,TEN,20,0.017,0.024,51,239,189,2,0,2010,4.7,0.3,3.7,17
J.Snelling,ATL,27,-0.038,-0.012,87,325,345,2,1,2010,3.7,0.3,4.0,26
J.Starks,GB,3,0.062,-0.064,29,101,126,0,0,2010,3.5,0.5,4.3,14
J.Stewart,CAR,-14,-0.122,-0.107,178,769,542,2,4,2010,4.3,-0.1,3.0,-18
K.Darby,STL,6,-0.096,-0.039,34,107,107,2,0,2010,3.1,0.0,3.1,0
K.Moreno,DEN,44,-0.046,-0.029,183,777,709,5,4,2010,4.2,0.2,3.9,34
K.Smith,DET,-25,-0.264,-0.282,35,131,72,0,1,2010,3.7,-0.7,2.1,-23
K.Williams,WAS,36,0.127,0.053,65,261,318,3,0,2010,4.0,0.8,4.9,52
L.Ball,DEN,-22,-0.241,-0.225,41,158,96,0,1,2010,3.9,-0.6,2.3,-25
L.Betts,NO,1,-0.095,-0.079,45,148,172,2,1,2010,3.3,0.0,3.8,-2
L.Blount,TB,101,0.039,0.042,201,1007,837,6,3,2010,5.0,0.5,4.2,109
L.Maroney,DEN,-100,-0.620,-0.710,36,74,-1,0,1,2010,2.1,-2.4,0.0,-87
L.McClain,BAL,23,0.034,0.037,28,85,197,0,0,2010,3.0,0.9,7.0,24
L.McCoy,PHI,205,0.175,0.157,207,1080,1083,7,1,2010,5.2,1.1,5.2,227
L.Polite,MIA,40,0.176,0.182,26,62,194,1,0,2010,2.4,1.5,7.5,39
L.Stephens-Howling,ARI,20,0.089,0.105,24,118,122,1,0,2010,4.9,0.7,5.1,17
L.Tomlinson,NYJ,98,0.031,0.023,220,908,945,6,3,2010,4.1,0.5,4.3,107
L.Washington,SEA,4,0.009,-0.054,27,100,128,1,0,2010,3.7,0.5,4.7,13
M.Barber,DAL,-12,-0.112,-0.109,113,374,444,4,0,2010,3.3,-0.1,3.9,-15
M.Bell,CLE,-81,-0.448,-0.502,47,101,53,0,1,2010,2.1,-1.5,1.1,-71
M.Bush,OAK,108,0.064,0.075,157,631,740,8,0,2010,4.0,0.7,4.7,108
M.Forte,CHI,66,0.000,-0.016,236,1060,952,6,0,2010,4.5,0.4,4.0,88
M.Goodson,CAR,-6,-0.153,-0.101,103,437,289,3,4,2010,4.2,-0.2,2.8,-22
M.Hart,IND,20,-0.021,0.020,43,185,179,1,0,2010,4.3,0.3,4.2,14
M.Jones-Drew,JAC,222,0.093,0.082,300,1324,1517,5,3,2010,4.4,0.7,5.1,223
M.Lynch,BUF,-36,-0.143,-0.127,201,737,659,6,2,2010,3.7,-0.3,3.3,-51
M.Moore,PIT,-36,-0.382,-0.373,33,99,48,0,0,2010,3.0,-1.1,1.5,-36
M.Morris,DET,44,0.049,0.027,90,336,418,5,1,2010,3.7,0.5,4.6,45
M.Reece,OAK,7,-0.080,-0.039,30,124,128,1,1,2010,4.1,-0.1,4.3,-2
M.Tolbert,SD,66,-0.020,-0.003,181,725,769,11,5,2010,4.0,0.3,4.2,46
M.Turner,ATL,128,-0.013,0.002,334,1371,1419,12,2,2010,4.1,0.3,4.2,96
P.Hillis,CLE,152,0.050,0.050,270,1178,1211,11,8,2010,4.4,0.6,4.5,151
P.Thomas,NO,24,0.006,-0.020,82,269,367,2,0,2010,3.3,0.4,4.5,36
R.Brown,MIA,7,-0.046,-0.077,200,735,766,5,3,2010,3.7,0.1,3.8,20
R.Bush,NO,0,-0.108,-0.084,36,150,117,0,0,2010,4.2,-0.1,3.3,-3
R.Jennings,JAC,138,0.295,0.299,84,459,531,4,0,2010,5.5,1.7,6.3,140
R.Mathews,SD,66,0.012,0.021,158,678,626,7,4,2010,4.3,0.4,4.0,61
R.Mendenhall,PIT,79,-0.030,-0.027,324,1279,1281,13,2,2010,3.9,0.2,4.0,71
R.Rice,BAL,124,0.004,0.015,307,1220,1234,5,0,2010,4.0,0.3,4.0,97
R.Torain,WAS,31,-0.059,-0.038,164,742,595,4,2,2010,4.5,0.0,3.6,-6
R.Williams,MIA,29,-0.031,-0.039,159,673,593,2,4,2010,4.2,0.2,3.7,32
S.Greene,NYJ,125,0.073,0.079,185,767,843,2,2,2010,4.1,0.6,4.6,115
S.Jackson,STL,-28,-0.125,-0.107,330,1241,1066,6,1,2010,3.8,-0.1,3.2,-45
S.Morris,NE,6,0.005,-0.030,20,56,102,0,0,2010,2.8,0.4,5.1,7
T.Choice,DAL,18,-0.043,-0.031,66,243,299,3,0,2010,3.7,0.1,4.5,8
T.Gerhart,MIN,15,-0.033,-0.038,81,322,296,1,1,2010,4.0,0.2,3.7,15
T.Hightower,ARI,49,-0.014,-0.003,153,747,582,5,4,2010,4.9,0.3,3.8,49
T.Jones,KC,-85,-0.175,-0.167,246,903,749,6,3,2010,3.7,-0.4,3.0,-90
W.McGahee,BAL,0,-0.066,-0.085,100,382,389,5,2,2010,3.8,0.1,3.9,6
L.McCoy,PHI,262,0.158,0.124,273,1309,1564,17,1,2011,4.8,1.1,5.7,304
M.Lynch,SEA,159,0.089,0.052,285,1204,1317,12,3,2011,4.2,0.7,4.6,201
M.Jones-Drew,JAC,199,0.051,0.053,343,1604,1554,8,3,2011,4.7,0.6,4.5,197
J.Stewart,CAR,178,0.234,0.208,142,762,836,4,1,2011,5.4,1.4,5.9,194
P.Thomas,NO,180,0.300,0.300,110,562,693,5,1,2011,5.1,1.6,6.3,180
R.Mathews,SD,134,0.108,0.066,222,1091,1033,6,5,2011,4.9,0.8,4.7,171
F.Jackson,BUF,165,0.137,0.141,170,936,886,6,2,2011,5.5,0.9,5.2,161
D.Williams,CAR,147,0.180,0.160,155,831,769,7,0,2011,5.4,1.0,5.0,158
A.Peterson,MIN,190,0.104,0.150,208,973,943,12,1,2011,4.7,0.7,4.5,153
B.Tate,HOU,162,0.125,0.141,175,949,862,4,4,2011,5.4,0.9,4.9,151
D.Murray,DAL,162,0.126,0.144,164,896,846,2,1,2011,5.5,0.9,5.2,149
W.McGahee,DEN,117,0.043,0.030,249,1206,1081,4,3,2011,4.8,0.5,4.3,131
R.Rice,BAL,108,0.021,0.003,291,1364,1253,12,2,2011,4.7,0.4,4.3,129
A.Foster,HOU,126,0.023,0.026,277,1237,1167,10,4,2011,4.5,0.4,4.2,122
D.Brown,IND,101,0.139,0.105,134,645,646,5,0,2011,4.8,0.9,4.8,119
S.Greene,NYJ,127,0.022,0.035,252,1053,1087,6,1,2011,4.2,0.4,4.3,113
R.Mendenhall,PIT,88,0.023,0.004,228,928,1015,9,1,2011,4.1,0.5,4.5,106
B.Green-Ellis,NE,115,0.039,0.050,181,667,900,11,0,2011,3.7,0.6,5.0,106
C.Wells,ARI,99,0.010,0.008,245,1048,1066,10,4,2011,4.3,0.4,4.4,101
D.McFadden,OAK,88,0.116,0.118,113,616,513,4,1,2011,5.5,0.8,4.5,87
A.Bradshaw,NYG,83,0.025,0.030,171,659,752,9,0,2011,3.9,0.5,4.4,80
J.Battle,KC,78,0.043,0.046,149,597,632,2,0,2011,4.0,0.5,4.2,76
C.J.Spiller,BUF,62,0.064,0.051,106,538,499,3,2,2011,5.1,0.6,4.7,68
L.Blount,TB,54,0.006,-0.012,184,796,736,5,3,2011,4.3,0.4,4.0,67
M.Turner,ATL,101,-0.034,-0.007,301,1349,1203,11,3,2011,4.5,0.2,4.0,66
M.Bush,OAK,45,-0.027,-0.045,256,980,1059,7,1,2011,3.8,0.3,4.1,65
S.Jackson,STL,67,-0.023,-0.019,259,1146,968,5,1,2011,4.4,0.2,3.7,64
R.Grant,GB,41,0.029,-0.011,134,561,571,2,1,2011,4.2,0.5,4.3,63
M.Ingram,NO,47,0.023,-0.004,122,474,595,5,1,2011,3.9,0.5,4.9,63
T.Gerhart,MIN,42,0.054,0.012,109,531,466,1,1,2011,4.9,0.6,4.3,60
I.Redman,PIT,67,0.031,0.054,109,478,500,3,2,2011,4.4,0.5,4.6,55
R.Bush,MIA,91,-0.021,0.031,216,1089,756,6,4,2011,5.0,0.2,3.5,51
P.Hillis,CLE,48,-0.017,-0.020,161,587,708,3,1,2011,3.6,0.3,4.4,50
B.Jacobs,NYG,29,-0.032,-0.040,152,571,607,7,3,2011,3.8,0.2,4.0,35
M.Tolbert,SD,49,-0.031,0.005,121,492,512,8,1,2011,4.1,0.2,4.2,30
D.McCluster,KC,34,-0.023,-0.005,112,507,406,1,1,2011,4.5,0.2,3.6,27
R.Helu,WAS,14,-0.046,-0.063,152,639,577,2,2,2011,4.2,0.2,3.8,25
M.Forte,CHI,64,-0.056,-0.005,202,994,722,3,1,2011,4.9,0.1,3.6,24
J.Starks,GB,6,-0.045,-0.076,132,572,510,1,2,2011,4.3,0.2,3.9,22
R.Williams,BAL,10,-0.052,-0.063,108,445,408,2,2,2011,4.1,0.1,3.8,15
K.Hunter,SF,31,-0.065,-0.014,112,473,390,2,0,2011,4.2,0.1,3.5,9
M.Barber,CHI,6,-0.079,-0.074,114,422,416,6,1,2011,3.7,0.0,3.6,3
F.Jones,DAL,10,-0.091,-0.068,127,575,462,1,3,2011,4.5,0.0,3.6,-3
B.Scott,CIN,-6,-0.110,-0.100,112,380,362,3,0,2011,3.4,-0.1,3.2,-11
D.Carter,IND,-20,-0.116,-0.133,101,377,348,2,3,2011,3.7,-0.1,3.4,-13
J.Addai,IND,-13,-0.115,-0.114,118,433,362,1,1,2011,3.7,-0.1,3.1,-13
F.Gore,SF,3,-0.100,-0.084,282,1211,975,8,2,2011,4.3,-0.1,3.5,-17
C.Benson,CIN,-21,-0.104,-0.103,273,1065,992,6,5,2011,3.9,-0.1,3.6,-21
C.Johnson,TEN,-51,-0.151,-0.135,262,1047,781,4,3,2011,4.0,-0.3,3.0,-67
T.Jones,KC,-98,-0.261,-0.252,153,478,341,0,0,2011,3.1,-0.7,2.2,-104
D.Thomas,MIA,-100,-0.247,-0.232,165,581,408,0,2,2011,3.5,-0.7,2.5,-110
D.Sproles,NO,194,0.462,0.464,87,603,615,2,0,2011,6.9,2.2,7.1,193
E.Royster,WAS,119,0.457,0.446,56,328,390,0,0,2011,5.9,2.2,7.0,122
D.Woodhead,NE,93,0.226,0.204,77,351,440,1,0,2011,4.6,1.3,5.7,100
C.Ivory,NO,74,0.104,0.131,79,374,396,1,0,2011,4.7,0.8,5.0,64
C.Williams,STL,49,0.062,0.053,87,361,391,1,0,2011,4.1,0.6,4.5,52
K.Smith,DET,72,0.051,0.146,72,356,336,4,0,2011,4.9,0.6,4.7,42
L.Ball,DEN,43,0.028,0.030,96,408,389,1,1,2011,4.3,0.4,4.1,42
J.Best,DET,24,0.030,-0.013,84,390,342,2,0,2011,4.6,0.5,4.1,38
M.Morris,DET,28,0.021,0.004,80,322,325,1,1,2011,4.0,0.4,4.1,34
E.Graham,TB,29,0.139,0.112,37,206,180,0,1,2011,5.6,0.9,4.9,33
S.Ridley,NE,44,-0.001,0.034,87,441,366,1,1,2011,5.1,0.4,4.2,31
M.Moore,PIT,29,0.285,0.285,22,157,113,0,1,2011,7.1,1.3,5.1,29
B.Smith,BUF,24,0.177,0.153,20,87,128,1,0,2011,4.4,1.3,6.4,26
D.Lewis,PHI,23,0.183,0.161,23,102,119,1,0,2011,4.4,1.1,5.2,25
C.Ogbonnaya,CLE,9,-0.049,-0.056,76,347,279,1,2,2011,4.6,0.1,3.7,11
L.Tomlinson,NYJ,12,-0.052,-0.046,75,280,281,1,0,2011,3.7,0.1,3.7,10
A.Smith,ARI,4,-0.033,-0.059,30,102,139,1,0,2011,3.4,0.3,4.6,8
D.Ward,HOU,15,-0.059,-0.007,45,154,174,2,0,2011,3.4,0.1,3.9,5
J.Kuhn,GB,13,-0.057,-0.007,30,78,145,4,0,2011,2.6,0.2,4.8,5
D.J.Ware,NYG,0,-0.071,-0.083,46,163,158,0,0,2011,3.5,0.1,3.4,3
K.Lumpkin,TB,-2,-0.066,-0.101,31,105,109,0,0,2011,3.4,0.1,3.5,2
C.Taylor,ARI,0,-0.070,-0.086,20,77,83,1,0,2011,3.9,0.1,4.2,2
L.Washington,SEA,0,-0.091,-0.086,53,248,164,1,0,2011,4.7,0.0,3.1,-1
J.Rodgers,ATL,-3,-0.098,-0.100,56,195,196,1,1,2011,3.5,-0.1,3.5,-3
S.Morris,DAL,-3,-0.125,-0.109,28,98,107,0,0,2011,3.5,-0.2,3.8,-5
T.Hightower,WAS,9,-0.104,-0.059,84,321,275,1,0,2011,3.8,-0.1,3.3,-6
S.Slaton,HOU,-16,-0.146,-0.235,24,84,80,1,0,2011,3.5,-0.3,3.3,-6
J.Hester,SD,-8,-0.140,-0.141,28,90,110,0,0,2011,3.2,-0.3,3.9,-8
K.Moreno,DEN,-5,-0.160,-0.126,37,179,91,0,1,2011,4.8,-0.2,2.5,-9
A.Dixon,SF,-1,-0.156,-0.092,29,87,101,2,0,2011,3.0,-0.3,3.5,-9
J.McKnight,NYJ,-8,-0.149,-0.134,43,134,132,0,0,2011,3.1,-0.3,3.1,-11
R.Brown,PHI,-26,-0.149,-0.223,42,136,141,1,1,2011,3.2,-0.3,3.4,-12
C.Brinkley,SD,-7,-0.187,-0.142,30,101,84,1,0,2011,3.4,-0.4,2.8,-12
P.Tanner,DAL,-2,-0.202,-0.105,22,76,71,1,0,2011,3.5,-0.5,3.2,-12
L.Stephens-Howling,ARI,-17,-0.167,-0.183,43,167,128,0,0,2011,3.9,-0.3,3.0,-14
J.Norwood,STL,-21,-0.278,-0.360,24,61,43,0,0,2011,2.5,-0.6,1.8,-15
K.Bell,CHI,-21,-0.151,-0.152,79,337,237,0,2,2011,4.3,-0.3,3.0,-20
J.Snelling,ATL,-22,-0.229,-0.210,44,151,111,0,0,2011,3.4,-0.6,2.5,-25
J.Forsett,SEA,-27,-0.247,-0.248,46,145,100,1,0,2011,3.2,-0.6,2.2,-27
K.Williams,DET,-68,-0.292,-0.347,58,194,136,2,2,2011,3.3,-0.9,2.3,-53
J.Ringer,TEN,-46,-0.334,-0.296,59,185,99,1,0,2011,3.1,-0.9,1.7,-54
R.Torain,WAS,-53,-0.341,-0.311,59,198,105,1,1,2011,3.4,-1.0,1.8,-60
M.Hardesty,CLE,-77,-0.322,-0.316,88,267,160,0,1,2011,3.0,-0.9,1.8,-79
D.Karim,JAC,-90,-0.410,-0.434,63,130,86,0,0,2011,2.1,-1.3,1.4,-84
T.Choice,BUF,-96,-0.424,-0.470,56,156,78,1,3,2011,2.8,-1.5,1.4,-85
A.Peterson,MIN,357,0.249,0.175,348,2097,1923,12,3,2012,6.0,1.3,5.5,458
M.Lynch,SEA,267,0.192,0.120,315,1592,1702,11,4,2012,5.1,1.1,5.4,361
C.J.Spiller,BUF,291,0.276,0.263,207,1249,1205,6,2,2012,6.0,1.5,5.8,301
F.Gore,SF,212,0.174,0.120,258,1213,1323,8,3,2012,4.7,1.0,5.1,268
A.Morris,WAS,273,0.103,0.117,335,1614,1571,13,4,2012,4.8,0.8,4.7,254
A.Bradshaw,NYG,194,0.158,0.120,221,1015,1182,6,3,2012,4.6,1.0,5.3,230
R.Rice,BAL,193,0.115,0.103,257,1143,1211,9,1,2012,4.4,0.8,4.7,205
S.Ridley,NE,191,0.061,0.060,290,1266,1436,12,4,2012,4.4,0.7,5.0,192
D.Martin,TB,204,0.039,0.078,319,1454,1326,11,1,2012,4.6,0.5,4.2,155
S.Jackson,STL,59,0.053,-0.030,257,1042,1148,4,0,2012,4.1,0.6,4.5,147
M.Forte,CHI,81,0.031,0.000,248,1095,982,6,2,2012,4.4,0.4,4.0,109
J.Charles,KC,158,0.014,0.059,284,1518,1121,5,5,2012,5.3,0.4,3.9,109
A.Foster,HOU,139,-0.016,0.007,351,1422,1461,15,3,2012,4.1,0.3,4.2,105
P.Thomas,NO,80,0.151,0.109,105,473,512,1,0,2012,4.5,0.9,4.9,97
D.Murray,DAL,65,0.017,0.006,162,662,720,4,3,2012,4.1,0.4,4.4,72
M.Bush,CHI,48,0.045,0.007,114,411,553,5,1,2012,3.6,0.6,4.9,67
B.Powell,NYJ,71,0.056,0.072,110,437,487,4,0,2012,4.0,0.6,4.4,63
M.LeShoure,DET,60,-0.016,-0.020,215,798,880,9,3,2012,3.7,0.3,4.1,63
M.Ingram,NO,56,0.008,0.000,156,602,668,5,0,2012,3.9,0.4,4.3,62
K.Moreno,DEN,67,0.011,0.031,138,525,584,4,1,2012,3.8,0.4,4.2,56
B.Pierce,BAL,52,0.041,0.037,108,532,454,1,0,2012,4.9,0.5,4.2,54
S.Greene,NYJ,84,-0.045,-0.015,275,1044,1104,9,4,2012,3.8,0.2,4.0,49
W.McGahee,DEN,79,-0.021,0.019,167,727,725,4,5,2012,4.4,0.3,4.3,49
B.Brown,PHI,29,-0.022,-0.022,115,564,446,4,4,2012,4.9,0.3,3.9,29
D.Williams,CAR,19,-0.067,-0.059,174,741,630,5,2,2012,4.3,0.1,3.6,14
F.Jones,DAL,28,-0.061,-0.027,111,408,424,3,1,2012,3.7,0.1,3.8,11
V.Ballard,IND,-10,-0.074,-0.098,211,814,767,2,3,2012,3.9,0.0,3.6,10
R.Mathews,SD,25,-0.077,-0.052,184,707,645,1,2,2012,3.8,0.0,3.5,6
B.Green-Ellis,CIN,22,-0.081,-0.068,278,1094,1066,6,3,2012,3.9,0.0,3.8,6
R.Bush,MIA,18,-0.083,-0.067,227,988,817,6,4,2012,4.4,0.0,3.6,3
D.Brown,IND,-5,-0.098,-0.098,108,417,382,1,0,2012,3.9,0.0,3.5,-5
F.Jackson,BUF,-38,-0.143,-0.165,115,438,365,3,4,2012,3.8,-0.2,3.2,-27
C.Johnson,TEN,-6,-0.113,-0.091,275,1246,895,6,3,2012,4.5,-0.1,3.3,-30
I.Redman,PIT,-15,-0.150,-0.118,110,410,361,2,2,2012,3.7,-0.3,3.3,-31
L.McCoy,PHI,7,-0.126,-0.078,199,834,672,2,4,2012,4.2,-0.2,3.4,-34
A.Green,GB,-54,-0.168,-0.186,133,451,393,0,0,2012,3.4,-0.3,3.0,-44
T.Richardson,CLE,-21,-0.133,-0.105,267,954,842,11,3,2012,3.6,-0.2,3.2,-51
J.Dwyer,PIT,-40,-0.180,-0.148,156,623,451,2,2,2012,4.0,-0.4,2.9,-60
L.Stephens-Howling,ARI,-72,-0.229,-0.252,110,356,274,4,0,2012,3.2,-0.6,2.5,-63
M.Turner,ATL,-87,-0.166,-0.174,222,801,721,11,3,2012,3.6,-0.4,3.2,-79
R.Jennings,JAC,-81,-0.318,-0.281,101,285,202,2,3,2012,2.8,-1.0,2.0,-97
D.McFadden,OAK,-132,-0.267,-0.242,214,716,480,2,1,2012,3.3,-0.7,2.2,-153
A.Brown,NYG,173,0.456,0.421,73,385,593,8,0,2012,5.3,2.5,8.1,185
K.Hunter,SF,108,0.291,0.289,72,371,425,2,0,2012,5.2,1.5,5.9,109
M.Tolbert,CAR,106,0.258,0.268,54,183,423,7,0,2012,3.4,1.9,7.8,103
D.Woodhead,NE,75,0.224,0.146,76,301,442,4,0,2012,4.0,1.3,5.8,101
J.Bell,DET,65,0.126,0.108,82,414,405,3,1,2012,5.0,0.9,4.9,71
