player,team,YAR,DVOA,VOA,carries,yards,Eyds,TDs,fum,year,yds_per_carry,DYAR_per_carry,Eyds_per_carry,DYAR
M.Forte,NYJ,11,-0.139,-0.057,103,382,297,2,1,2017,3.7,-0.2,2.9,-20
J.McKinnon,MIN,-25,-0.127,-0.128,150,570,460,3,2,2017,3.8,-0.2,3.1,-24
L.McCoy,BUF,-7,-0.108,-0.092,286,1138,962,6,3,2017,4.0,-0.1,3.4,-26
C.Ivory,JAC,-50,-0.170,-0.197,112,386,327,1,2,2017,3.4,-0.3,2.9,-38
B.Powell,NYJ,5,-0.148,-0.079,178,772,526,5,0,2017,4.3,-0.2,3.0,-43
J.Stewart,CAR,-34,-0.148,-0.126,198,681,650,6,3,2017,3.4,-0.3,3.3,-54
D.Martin,TB,-83,-0.225,-0.235,138,405,352,3,1,2017,2.9,-0.6,2.6,-77
A.Peterson,2TM,-79,-0.219,-0.209,156,534,411,3,3,2017,3.4,-0.5,2.6,-85
S.Perine,WAS,-63,-0.205,-0.174,174,599,478,1,2,2017,3.4,-0.5,2.7,-85
A.Jones,GB,134,0.313,0.287,81,448,542,4,0,2017,5.5,1.8,6.7,143
Du.Johnson,CLE,92,0.157,0.161,81,344,467,4,1,2017,4.2,1.1,5.8,90
R.Smith,DAL,82,0.239,0.242,55,232,347,4,0,2017,4.2,1.5,6.3,81
C.Grant,JAC,75,0.536,0.511,30,248,236,2,0,2017,8.3,2.6,7.9,79
C.Clement,PHI,71,0.145,0.143,74,321,382,4,0,2017,4.3,1.0,5.2,71
A.Ekeler,LACH,61,0.227,0.240,47,260,257,2,1,2017,5.5,1.3,5.5,59
R.Burkhead,NE,65,0.105,0.136,64,264,344,5,1,2017,4.1,0.9,5.4,56
D.Cook,MIN,66,0.074,0.135,74,354,333,2,1,2017,4.8,0.6,4.5,48
T.Montgomery,GB,41,0.028,0.040,71,273,341,3,0,2017,3.8,0.5,4.8,37
S.Ridley,PIT,12,0.271,0.043,26,108,135,1,0,2017,4.2,1.3,5.2,34
C.Carson,SEA,21,0.070,0.013,49,208,234,0,0,2017,4.2,0.7,4.8,33
E.Penny,ARI,44,0.158,0.241,31,124,168,2,0,2017,4.0,1.1,5.4,33
J.D.McKissic,SEA,26,0.082,0.054,45,186,209,1,0,2017,4.1,0.7,4.6,31
J.Conner,PIT,18,0.102,0.079,32,144,125,0,0,2017,4.5,0.6,3.9,20
T.Green,DET,19,0.000,0.014,42,165,192,2,0,2017,3.9,0.4,4.6,17
J.Richard,OAK,15,-0.014,-0.014,56,275,209,1,1,2017,4.9,0.3,3.7,15
R.Kelley,WAS,9,-0.028,-0.050,62,194,254,3,0,2017,3.1,0.2,4.1,15
A.Blue,HOU,6,-0.040,-0.068,71,262,286,1,0,2017,3.7,0.2,4.0,14
T.West,BAL,18,0.002,0.030,39,139,158,2,1,2017,3.6,0.4,4.1,14
T.Ward,ATL,7,-0.003,-0.027,30,129,121,0,1,2017,4.3,0.3,4.0,10
D.Foreman,HOU,-5,-0.055,-0.100,78,327,300,2,2,2017,4.2,0.1,3.8,10
C.Sims,TB,12,0.029,0.064,21,95,82,0,0,2017,4.5,0.4,3.9,9
C.Thompson,WAS,8,-0.049,-0.052,64,296,219,2,1,2017,4.6,0.1,3.4,9
K.Bibbs,WAS,4,0.022,-0.036,21,79,83,0,0,2017,3.8,0.4,4.0,9
R.Turbin,IND,0,-0.024,-0.089,23,53,114,1,0,2017,2.3,0.3,5.0,7
M.Mack,IND,11,-0.069,-0.058,93,365,342,4,1,2017,3.9,0.1,3.7,6
T.Cohen,CHI,4,-0.068,-0.073,87,372,284,2,2,2017,4.3,0.1,3.3,6
M.Brown,LARM,-3,-0.069,-0.097,63,246,201,1,1,2017,3.9,0.1,3.2,4
T.J.Yeldon,JAC,-3,-0.067,-0.104,49,253,172,2,2,2017,5.2,0.1,3.5,4
J.Rodgers,TB,15,-0.077,-0.028,64,244,233,1,0,2017,3.8,0.0,3.6,2
J.Charles,DEN,37,-0.079,0.046,69,305,247,1,2,2017,4.4,0.0,3.6,2
J.White,NE,8,-0.093,-0.036,43,171,143,0,0,2017,4.0,0.0,3.3,-1
D.Booker,DEN,25,-0.092,-0.005,79,299,262,1,1,2017,3.8,0.0,3.3,-2
T.Cadet,2TM,10,-0.112,0.014,23,96,80,0,0,2017,4.2,-0.1,3.5,-3
T.Riddick,DET,-8,-0.095,-0.113,84,286,258,3,1,2017,3.4,0.0,3.1,-3
A.Ellington,2TM,-5,-0.163,-0.150,20,55,58,1,0,2017,2.8,-0.3,2.9,-6
J.Hill,CIN,-19,-0.142,-0.208,37,121,121,0,1,2017,3.3,-0.2,3.3,-9
M.Tolbert,BUF,-31,-0.121,-0.210,66,248,204,1,2,2017,3.8,-0.1,3.1,-9
C.Johnson,ARI,-34,-0.196,-0.281,45,114,120,0,0,2017,2.5,-0.4,2.7,-19
W.Smallwood,PHI,-3,-0.195,-0.101,47,174,127,1,0,2017,3.7,-0.4,2.7,-20
S.Vereen,NYG,-13,-0.226,-0.165,45,164,101,0,0,2017,3.6,-0.5,2.2,-22
Da.Williams,MIA,-28,-0.227,-0.244,46,181,112,0,0,2017,3.9,-0.5,2.4,-25
P.Perkins,NYG,-39,-0.271,-0.336,41,90,88,0,0,2017,2.2,-0.7,2.1,-29
B.Oliver,LACH,-35,-0.314,-0.334,35,83,69,0,0,2017,2.4,-0.9,2.0,-32
Dw.Washington,DET,-33,-0.491,-0.452,20,44,18,0,0,2017,2.2,-1.8,0.9,-36
M.Davis,SEA,-53,-0.231,-0.292,69,240,161,0,0,2017,3.5,-0.6,2.3,-38
D.Washington,OAK,-34,-0.331,-0.239,57,153,103,2,1,2017,2.7,-1.0,1.8,-55
E.McGuire,NYJ,-38,-0.258,-0.203,88,315,191,1,1,2017,3.6,-0.6,2.2,-56
E.Lacy,SEA,-71,-0.379,-0.341,69,179,107,0,0,2017,2.6,-1.2,1.6,-81
T.Rawls,SEA,-86,-0.409,-0.418,58,157,87,0,1,2017,2.7,-1.4,1.5,-83
T.Gurley,LAR,342,0.236,0.215,256,1251,1572,17,0,2018,4.9,1.4,6.1,366
D.Henry,TEN,234,0.231,0.178,215,1059,1217,12,0,2018,4.9,1.3,5.7,281
A.Kamara,NO,281,0.185,0.235,194,896,1139,14,0,2018,4.6,1.2,5.9,238
M.Mack,IND,177,0.168,0.122,195,912,1085,9,1,2018,4.7,1.1,5.6,216
M.Gordon,LAC,239,0.208,0.249,175,885,955,10,0,2018,5.1,1.2,5.5,210
P.Lindsay,DEN,228,0.173,0.205,192,1037,1005,9,0,2018,5.4,1.1,5.2,203
C.McCaffrey,CAR,181,0.096,0.113,219,1099,1057,7,2,2018,5.0,0.8,4.8,167
J.Mixon,CIN,154,0.064,0.064,237,1168,1132,8,0,2018,4.9,0.6,4.8,154
E.Elliott,DAL,121,0.029,0.008,304,1436,1354,6,6,2018,4.7,0.5,4.5,149
A.Jones,GB,184,0.171,0.238,133,728,725,9,1,2018,5.5,1.1,5.5,146
K.Hunt,KC,133,0.091,0.089,181,840,871,8,0,2018,4.6,0.7,4.8,134
C.Carson,SEA,134,0.039,0.040,247,1151,1133,9,3,2018,4.7,0.5,4.6,133
G.Edwards,BAL,202,0.139,0.265,137,718,706,2,0,2018,5.2,0.9,5.2,130
S.Barkley,NYG,45,0.033,-0.044,261,1307,1128,11,0,2018,5.0,0.5,4.3,127
K.Johnson,DET,112,0.175,0.149,118,641,612,3,1,2018,5.4,1.1,5.2,124
J.Conner,PIT,137,0.023,0.065,215,972,943,12,3,2018,4.5,0.5,4.4,99
F.Gore,MIA,70,0.057,0.031,156,722,660,0,1,2018,4.6,0.6,4.2,86
N.Chubb,CLE,129,0.011,0.070,192,996,841,8,0,2018,5.2,0.4,4.4,80
M.Davis,SEA,115,0.090,0.167,112,514,522,4,0,2018,4.6,0.7,4.7,80
M.Ingram,NO,94,0.029,0.066,138,645,648,6,2,2018,4.7,0.5,4.7,71
A.Ekeler,LAC,73,0.049,0.080,106,554,474,3,0,2018,5.2,0.6,4.5,59
K.Drake,MIA,22,0.047,-0.036,120,535,474,4,2,2018,4.5,0.5,4.0,58
M.Breida,SF,97,0.013,0.079,153,814,601,3,1,2018,5.3,0.4,3.9,58
S.Michel,NE,101,-0.027,0.017,209,933,938,6,1,2018,4.5,0.3,4.5,58
J.Williams,GB,26,0.017,-0.034,121,464,513,3,0,2018,3.8,0.4,4.2,52
I.Crowell,NYJ,26,-0.019,-0.037,143,685,526,7,0,2018,4.8,0.3,3.7,37
L.Miller,HOU,46,-0.053,-0.030,210,973,766,5,0,2018,4.6,0.1,3.6,28
A.Peterson,WAS,-13,-0.060,-0.099,251,1042,917,7,2,2018,4.2,0.1,3.7,26
L.Murray,MIN,16,-0.042,-0.057,140,578,532,6,0,2018,4.1,0.2,3.8,25
T.Coleman,ATL,8,-0.064,-0.073,167,800,601,4,1,2018,4.8,0.1,3.6,14
R.Freeman,DEN,29,-0.068,-0.035,130,521,503,5,1,2018,4.0,0.1,3.9,10
A.Collins,BAL,-12,-0.094,-0.112,114,418,386,7,3,2018,3.7,0.0,3.4,-4
L.Fournette,JAX,-4,-0.093,-0.093,133,439,491,6,0,2018,3.3,0.0,3.7,-4
J.Adams,PHI,-16,-0.110,-0.116,120,511,423,3,1,2018,4.3,-0.1,3.5,-12
T.J.Yeldon,JAX,-22,-0.125,-0.137,104,414,341,1,1,2018,4.0,-0.2,3.3,-17
C.Hyde,2TM,-93,-0.110,-0.213,172,588,601,5,2,2018,3.4,-0.1,3.5,-18
C.Ivory,BUF,-45,-0.143,-0.183,115,385,358,1,1,2018,3.3,-0.2,3.1,-27
D.Cook,MIN,-27,-0.137,-0.137,133,616,411,2,2,2018,4.6,-0.2,3.1,-27
D.Martin,OAK,19,-0.122,-0.060,172,725,601,4,3,2018,4.2,-0.2,3.5,-27
J.Howard,CHI,25,-0.111,-0.063,250,935,892,9,2,2018,3.7,-0.1,3.6,-28
P.Barber,TB,-83,-0.124,-0.172,234,871,773,6,1,2018,3.7,-0.2,3.3,-37
Da.Johnson,ARI,0,-0.126,-0.086,258,940,823,7,2,2018,3.6,-0.2,3.2,-42
D.Lewis,TEN,-130,-0.201,-0.303,155,517,401,1,1,2018,3.3,-0.4,2.6,-69
A.Blue,HOU,-98,-0.230,-0.238,150,499,405,2,0,2018,3.3,-0.6,2.7,-93
A.Morris,SF,-60,-0.305,-0.214,111,429,236,2,2,2018,3.9,-0.9,2.1,-103
L.McCoy,BUF,-119,-0.262,-0.278,161,514,355,3,0,2018,3.2,-0.7,2.2,-109
L.Blount,DET,-142,-0.279,-0.304,154,418,355,5,1,2018,2.7,-0.8,2.3,-125
C.J.Anderson,2TM,135,0.412,0.390,67,403,473,2,0,2018,6.0,2.1,7.1,141
Da.Williams,KC,66,0.264,0.207,50,257,323,4,1,2018,5.1,1.6,6.5,79
Z.Zenner,DET,77,0.193,0.227,55,265,322,3,0,2018,4.8,1.2,5.9,68
J.Wilkins,IND,58,0.150,0.138,60,336,324,1,0,2018,5.6,1.0,5.4,61
K.Bibbs,2TM,49,0.509,0.418,21,103,178,3,0,2018,4.9,2.8,8.5,58
R.Penny,SEA,53,0.089,0.079,85,419,367,2,0,2018,4.9,0.7,4.3,56
J.White,NE,41,0.016,0.013,94,425,421,5,0,2018,4.5,0.4,4.5,42
W.Smallwood,PHI,53,0.031,0.065,87,364,369,3,1,2018,4.2,0.5,4.2,41
R.Mostert,SF,60,0.194,0.331,34,261,189,1,1,2018,7.7,1.2,5.6,40
K.Dixon,BAL,58,0.081,0.164,60,337,260,2,2,2018,5.6,0.6,4.3,38
S.Ware,KC,32,0.090,0.061,51,246,249,2,0,2018,4.8,0.7,4.9,38
M.Murphy,BUF,31,0.106,0.078,52,250,219,0,0,2018,4.8,0.7,4.2,36
M.Brown,LAR,37,0.097,0.104,43,212,225,0,0,2018,4.9,0.8,5.2,36
W.Gallman,NYG,11,0.073,-0.027,51,176,209,1,0,2018,3.5,0.6,4.1,30
D.Booker,DEN,43,0.096,0.199,34,183,175,1,0,2018,5.4,0.8,5.1,27
M.Lynch,OAK,51,-0.023,0.044,90,376,381,3,0,2018,4.2,0.3,4.2,25
Du.Johnson,CLE,21,0.072,0.053,40,201,167,0,0,2018,5.0,0.6,4.2,24
D.Sproles,PHI,19,0.085,0.080,29,120,128,1,0,2018,4.1,0.7,4.4,19
J.Samuels,PIT,15,-0.013,-0.022,56,256,231,0,0,2018,4.6,0.3,4.1,17
T.Montgomery,2TM,25,0.009,0.059,42,188,177,1,1,2018,4.5,0.4,4.2,17
G.Bernard,CIN,18,-0.016,-0.007,56,211,224,3,0,2018,3.8,0.3,4.0,16
K.Ballage,MIA,0,0.010,-0.085,36,186,167,1,1,2018,5.2,0.4,4.6,16
Dw.Washington,NO,17,0.031,0.083,27,154,109,0,0,2018,5.7,0.4,4.0,12
J.Jackson,LAC,39,-0.060,0.091,50,206,198,2,0,2018,4.1,0.1,4.0,6
T.Riddick,DET,13,-0.047,0.005,40,171,130,0,0,2018,4.3,0.1,3.3,5
J.Rodgers,TB,-7,-0.076,-0.143,33,106,105,1,0,2018,3.2,0.0,3.2,1
R.Burkhead,NE,-43,-0.082,-0.272,57,186,200,0,1,2018,3.3,0.0,3.5,1
B.Hill,ATL,10,-0.108,0.049,20,157,61,0,1,2018,7.9,-0.1,3.1,-2
J.Wilson,SF,-20,-0.094,-0.160,66,266,231,0,3,2018,4.0,0.0,3.5,-2
K.Ford,BUF,-2,-0.150,-0.110,21,79,68,0,0,2018,3.8,-0.3,3.2,-6
R.Smith,DAL,-24,-0.128,-0.208,44,127,156,1,0,2018,2.9,-0.2,3.5,-8
T.Cannon,NYJ,-31,-0.147,-0.283,38,113,121,1,0,2018,3.0,-0.3,3.2,-10
N.Hines,IND,-16,-0.118,-0.128,85,313,304,2,1,2018,3.7,-0.1,3.6,-12
R.Jones,TB,-24,-0.243,-0.341,23,44,56,1,0,2018,1.9,-0.7,2.4,-15
J.Kelly,LAR,-23,-0.223,-0.295,27,74,69,0,0,2018,2.7,-0.6,2.6,-15
D.Washington,OAK,-5,-0.196,-0.120,29,111,96,0,1,2018,3.8,-0.6,3.3,-16
B.Allen,BAL,-19,-0.163,-0.180,41,113,148,3,0,2018,2.8,-0.4,3.6,-16
T.Cohen,CHI,0,-0.129,-0.085,99,445,313,3,2,2018,4.5,-0.2,3.2,-17
I.Smith,ATL,-12,-0.134,-0.116,90,318,301,4,1,2018,3.5,-0.2,3.3,-19
J.Ajayi,PHI,5,-0.179,-0.060,45,184,145,3,1,2018,4.1,-0.4,3.2,-19
C.Edmonds,ARI,-11,-0.189,-0.128,60,208,182,2,1,2018,3.5,-0.5,3.0,-27
J.Richard,OAK,-7,-0.203,-0.113,55,259,160,1,2,2018,4.7,-0.5,2.9,-28
C.Clement,PHI,-28,-0.199,-0.188,68,259,187,2,2,2018,3.8,-0.5,2.8,-31
B.Powell,NYJ,-33,-0.199,-0.196,80,343,203,0,2,2018,4.3,-0.4,2.5,-34
C.Thompson,WAS,-45,-0.307,-0.369,43,178,78,0,1,2018,4.1,-0.8,1.8,-35
S.Ridley,PIT,-40,-0.480,-0.437,29,80,25,1,1,2018,2.8,-1.6,0.9,-45
E.McGuire,NYJ,-104,-0.321,-0.359,92,276,183,3,2,2018,3.0,-1.0,2.0,-90
E.Elliott,DAL,271,0.165,0.124,301,1358,1637,12,3,2019,4.5,1.1,5.4,324
C.McCaffrey,CAR,190,0.149,0.075,287,1387,1468,15,1,2019,4.8,1.0,5.1,278
M.Ingram,BAL,249,0.198,0.190,202,1018,1194,10,2,2019,5.0,1.3,5.9,257
A.Jones,GB,226,0.120,0.138,236,1091,1202,16,2,2019,4.6,0.9,5.1,207
K.Drake,2TM,176,0.197,0.160,170,817,942,8,2,2019,4.8,1.2,5.5,202
D.Henry,TEN,251,0.067,0.114,303,1542,1391,16,5,2019,5.1,0.6,4.6,192
R.Mostert,SF,188,0.268,0.263,137,772,775,8,1,2019,5.6,1.4,5.7,191
D.Cook,MIN,191,0.093,0.101,250,1135,1178,13,3,2019,4.5,0.7,4.7,183
N.Chubb,CLE,99,0.045,-0.006,298,1493,1324,8,2,2019,5.0,0.5,4.4,162
C.Carson,SEA,96,0.019,-0.008,278,1235,1278,7,6,2019,4.4,0.5,4.6,130
G.Edwards,BAL,124,0.118,0.115,133,710,736,2,2,2019,5.3,0.9,5.5,126
J.Jacobs,OAK,171,0.035,0.079,242,1152,1096,7,1,2019,4.8,0.5,4.5,126
L.Murray,NO,118,0.107,0.096,146,637,760,5,0,2019,4.4,0.9,5.2,125
J.Howard,PHI,105,0.142,0.127,119,525,608,6,0,2019,4.4,0.9,5.1,113
M.Mack,IND,155,0.010,0.058,247,1091,1087,8,0,2019,4.4,0.4,4.4,102
P.Lindsay,DEN,133,0.019,0.062,224,1011,928,7,0,2019,4.5,0.4,4.1,94
J.Mixon,CIN,74,-0.009,-0.023,278,1137,1156,5,0,2019,4.1,0.3,4.2,90
S.Barkley,NYG,29,0.004,-0.055,217,1003,933,6,0,2019,4.6,0.4,4.3,84
A.Kamara,NO,56,0.031,-0.005,171,802,729,5,3,2019,4.7,0.5,4.3,81
D.Singletary,BUF,65,0.037,0.021,151,775,647,2,4,2019,5.1,0.5,4.3,75
T.Gurley,LAR,56,-0.024,-0.027,223,858,907,12,3,2019,3.8,0.3,4.1,58
C.Hyde,HOU,90,-0.033,0.002,245,1086,968,6,4,2019,4.4,0.2,4.0,54
R.Jones,TB,25,-0.023,-0.049,172,724,660,6,2,2019,4.2,0.3,3.8,43
A.Peterson,WAS,57,-0.041,-0.019,211,900,799,5,2,2019,4.3,0.2,3.8,39
M.Breida,SF,14,-0.018,-0.057,123,623,462,1,2,2019,5.1,0.3,3.8,33
J.Williams,GB,57,-0.015,0.043,107,460,430,1,0,2019,4.3,0.3,4.0,31
A.Mattison,MIN,10,-0.022,-0.060,100,462,360,1,1,2019,4.6,0.2,3.6,24
S.Michel,NE,1,-0.064,-0.085,247,912,953,7,2,2019,3.7,0.1,3.9,23
L.McCoy,KC,41,-0.041,0.006,101,465,414,4,2,2019,4.6,0.2,4.1,20
M.Sanders,PHI,9,-0.066,-0.073,179,818,662,3,2,2019,4.6,0.1,3.7,14
Dam.Williams,KC,23,-0.068,-0.037,111,500,412,5,1,2019,4.5,0.1,3.7,8
M.Gordon,LAC,38,-0.075,-0.034,162,615,639,8,3,2019,3.8,0.0,3.9,8
D.Washington,OAK,22,-0.070,-0.040,108,387,422,3,0,2019,3.6,0.1,3.9,7
L.Fournette,JAX,-7,-0.086,-0.092,265,1152,980,3,0,2019,4.3,0.0,3.7,0
A.Ekeler,LAC,24,-0.100,-0.045,132,559,485,3,1,2019,4.2,-0.1,3.7,-8
R.Freeman,DEN,21,-0.110,-0.047,132,500,431,3,0,2019,3.8,-0.1,3.3,-12
J.Conner,PIT,19,-0.113,-0.046,115,464,389,4,1,2019,4.0,-0.1,3.4,-13
B.Snell,PIT,6,-0.117,-0.072,108,426,364,2,1,2019,3.9,-0.1,3.4,-14
D.Freeman,ATL,-45,-0.111,-0.146,184,661,609,2,2,2019,3.6,-0.1,3.3,-19
K.Johnson,DET,-10,-0.137,-0.105,113,403,385,3,1,2019,3.6,-0.2,3.4,-26
T.Coleman,SF,-3,-0.153,-0.092,137,544,425,6,0,2019,4.0,-0.3,3.1,-38
D.Montgomery,CHI,-41,-0.130,-0.125,242,889,820,6,2,2019,3.7,-0.2,3.4,-46
F.Gore,BUF,-92,-0.152,-0.209,166,599,561,3,0,2019,3.6,-0.3,3.4,-50
L.Bell,NYJ,-54,-0.166,-0.143,246,790,695,3,0,2019,3.2,-0.3,2.8,-76
P.Barber,TB,-82,-0.298,-0.211,154,470,341,7,1,2019,3.1,-0.9,2.2,-140
R.Penny,SEA,78,0.324,0.191,65,370,428,3,1,2019,5.7,1.8,6.6,115
B.Scott,PHI,73,0.222,0.177,61,245,375,5,1,2019,4.0,1.4,6.1,85
R.Burkhead,NE,75,0.222,0.186,65,302,373,3,0,2019,4.6,1.3,5.7,85
C.Edmonds,ARI,74,0.317,0.267,60,303,316,4,0,2019,5.1,1.4,5.3,84
T.Pollard,DAL,64,0.116,0.095,86,455,419,2,1,2019,5.3,0.8,4.9,71
J.Wilkins,IND,77,0.209,0.271,51,307,289,2,0,2019,6.0,1.3,5.7,64
J.Jackson,LAC,56,0.349,0.393,29,200,182,0,0,2019,6.9,1.7,6.3,50
D.Guice,WAS,51,0.157,0.204,42,245,219,2,0,2019,5.8,1.0,5.2,42
J.Wilson,SF,32,0.203,0.156,27,105,177,4,0,2019,3.9,1.4,6.6,39
N.Hines,IND,44,0.084,0.107,52,199,257,2,0,2019,3.8,0.7,4.9,38
M.Boone,MIN,51,0.090,0.168,49,273,229,4,0,2019,5.6,0.7,4.7,35
M.Walton,MIA,5,0.067,-0.061,53,201,238,0,0,2019,3.8,0.6,4.5,33
T.Johnson,DET,19,0.035,-0.005,63,273,247,0,0,2019,4.3,0.4,3.9,28
I.Smith,ATL,21,0.137,0.088,22,106,147,1,0,2019,4.8,1.2,6.7,27
K.Hunt,CLE,21,0.079,0.045,43,173,181,2,1,2019,4.0,0.6,4.2,26
M.Brown,LAR,30,-0.001,0.016,69,255,293,5,0,2019,3.7,0.4,4.2,25
J.D.McKissic,DET,25,0.065,0.079,38,205,171,0,0,2019,5.4,0.6,4.5,23
K.Whyte,PIT,19,0.181,0.146,25,122,104,0,0,2019,4.9,0.8,4.2,21
J.Williams,IND,45,0.020,0.138,49,235,208,1,0,2019,4.8,0.4,4.2,21
Du.Johnson,HOU,40,-0.020,0.038,83,410,312,2,1,2019,4.9,0.3,3.8,21
D.Thompson,KC,15,0.016,0.009,38,128,160,1,0,2019,3.4,0.4,4.2,16
B.Hill,ATL,26,-0.041,-0.003,78,323,287,2,0,2019,4.1,0.2,3.7,14
J.Hill,BAL,1,-0.026,-0.079,58,225,203,2,0,2019,3.9,0.2,3.5,13
B.Scarbrough,DET,15,-0.057,-0.044,89,377,329,1,1,2019,4.2,0.1,3.7,10
J.Richard,OAK,12,-0.036,-0.015,39,145,157,0,0,2019,3.7,0.2,4.0,8
A.Abdullah,MIN,7,0.005,0.018,23,115,68,0,0,2019,5.0,0.3,3.0,6
C.Thompson,WAS,-5,-0.064,-0.119,37,138,132,0,0,2019,3.7,0.1,3.6,3
J.White,NE,0,-0.090,-0.086,67,263,245,1,0,2019,3.9,0.0,3.7,-1
M.Gaskin,MIA,-1,-0.103,-0.091,36,133,129,1,0,2019,3.7,-0.1,3.6,-3
Q.Ollison,ATL,1,-0.111,-0.077,22,50,97,4,1,2019,2.3,-0.1,4.4,-3
W.Smallwood,WAS,-6,-0.132,-0.155,22,81,66,0,0,2019,3.7,-0.2,3.0,-4
D.Henderson,LAR,-6,-0.116,-0.122,39,147,125,0,0,2019,3.8,-0.1,3.2,-5
W.Gallman,NYG,-12,-0.155,-0.181,29,111,96,2,1,2019,3.8,-0.3,3.3,-9
Da.Johnson,ARI,6,-0.108,-0.070,94,345,327,2,0,2019,3.7,-0.1,3.5,-9
Dar.Williams,KC,-13,-0.157,-0.146,41,141,160,3,1,2019,3.4,-0.4,3.9,-15
B.Powell,NYJ,-1,-0.186,-0.088,59,229,155,0,0,2019,3.9,-0.4,2.6,-22
T.Cohen,CHI,-22,-0.172,-0.168,64,215,192,0,0,2019,3.4,-0.4,3.0,-23
R.Armstead,JAX,-28,-0.260,-0.296,35,108,76,0,0,2019,3.1,-0.7,2.2,-23
D.Lewis,TEN,-18,-0.207,-0.174,54,209,140,0,1,2019,3.9,-0.5,2.6,-26
T.Montgomery,NYJ,-22,-0.304,-0.263,32,103,62,0,0,2019,3.2,-0.8,1.9,-27
T.Edmunds,PIT,-27,-0.369,-0.348,22,92,41,0,0,2019,4.2,-1.3,1.9,-29
J.Hilliman,NYG,-28,-0.329,-0.302,30,91,61,1,1,2019,3.0,-1.1,2.0,-32
P.Laird,MIA,-66,-0.230,-0.365,62,168,148,2,0,2019,2.7,-0.5,2.4,-34
C.J.Prosise,SEA,-31,-0.496,-0.397,23,72,19,1,1,2019,3.1,-1.8,0.8,-41
G.Bernard,CIN,-43,-0.335,-0.294,53,170,95,0,0,2019,3.2,-1.0,1.8,-52
J.Samuels,PIT,-58,-0.326,-0.304,66,175,125,1,0,2019,2.7,-1.0,1.9,-64
K.Ballage,MIA,-87,-0.339,-0.381,74,135,134,3,0,2019,1.8,-1.0,1.8,-75